Zipcode,Household Income,Income per Capita,Population,Median Contract Rent,Median Gross Rent,Median Home Value,Median Monthly Owner Costs,Median Age,Year,MA,MANAME
670,14245.0,7711.0,8364,227,280,85000.0,669.0,42.1,2019,,
674,18299.0,11002.0,38971,406,526,105000.0,798.0,42.2,2019,,
676,14992.0,10331.0,36299,327,421,93800.0,816.0,39.9,2019,,
677,19943.0,12517.0,14093,365,450,121700.0,943.0,46.0,2019,,
678,17144.0,10318.0,25624,337,463,101400.0,669.0,41.2,2019,,
680,14217.0,10477.0,45190,333,422,87400.0,757.0,43.6,2019,,
682,14706.0,11719.0,31735,347,412,112600.0,857.0,37.8,2019,,
683,16332.0,10534.0,29487,320,407,82300.0,736.0,44.5,2019,,
685,15185.0,9494.0,37058,290,401,98000.0,792.0,44.6,2019,,
687,20941.0,9728.0,30962,366,503,105700.0,724.0,38.7,2019,,
688,17874.0,9152.0,12139,330,443,90900.0,798.0,42.0,2019,,
690,18288.0,11611.0,5722,478,625,117400.0,768.0,41.8,2019,,
692,20585.0,12078.0,35135,418,527,115700.0,935.0,39.5,2019,,
693,19576.0,11009.0,53360,387,494,106200.0,854.0,41.4,2019,,
698,14794.0,8413.0,35317,276,365,91000.0,712.0,43.8,2019,,
703,18846.0,10735.0,26097,378,453,114100.0,840.0,41.9,2019,,
704,17275.0,8501.0,8108,379,487,77600.0,664.0,32.6,2019,,
705,20214.0,11321.0,22662,358,470,112500.0,802.0,42.4,2019,,
707,20760.0,9245.0,10721,336,398,87600.0,709.0,44.4,2019,,
714,17615.0,8636.0,17739,326,471,89400.0,671.0,40.4,2019,,
715,12188.0,7154.0,2818,218,316,82200.0,615.0,43.9,2019,,
716,17969.0,14182.0,27513,305,374,112600.0,844.0,44.6,2019,,
717,12121.0,10647.0,16086,210,288,102600.0,779.0,40.6,2019,,
718,19372.0,9353.0,25430,378,458,92700.0,657.0,37.9,2019,,
719,18922.0,9119.0,28556,377,477,88200.0,693.0,41.3,2019,,
720,15295.0,8339.0,20758,286,394,85500.0,731.0,40.0,2019,,
723,16063.0,9682.0,16984,224,309,90300.0,663.0,45.0,2019,,
725,21350.0,13585.0,80537,417,497,121200.0,896.0,41.9,2019,,
727,31688.0,17636.0,52743,563,738,137700.0,959.0,40.8,2019,,
728,19340.0,10157.0,39083,316,410,98500.0,720.0,39.5,2019,,
729,21469.0,12656.0,51015,464,539,108100.0,866.0,40.1,2019,,
730,15723.0,11042.0,30175,286,391,92400.0,773.0,40.6,2019,,
731,15473.0,10534.0,12657,315,419,77300.0,840.0,40.5,2019,,
735,18395.0,10956.0,12159,365,484,91600.0,667.0,42.6,2019,,
736,21894.0,12761.0,46085,375,483,116700.0,860.0,43.7,2019,,
738,19859.0,13251.0,29196,405,520,103500.0,760.0,42.3,2019,,
739,20065.0,10918.0,36734,398,495,117200.0,883.0,40.1,2019,,
740,12944.0,6668.0,1915,327,425,67600.0,640.0,32.5,2019,,
741,22121.0,11422.0,4074,502,614,85800.0,672.0,43.0,2019,,
745,22960.0,11517.0,50435,413,527,114600.0,892.0,41.1,2019,,
751,18087.0,9869.0,20677,311,413,84400.0,716.0,43.1,2019,,
754,19403.0,11271.0,36893,386,498,109800.0,905.0,42.2,2019,,
757,19827.0,11596.0,21757,359,488,93500.0,769.0,38.8,2019,,
765,14880.0,10440.0,8523,479,639,103800.0,1524.0,47.2,2019,,
766,19682.0,10854.0,22687,292,399,92100.0,778.0,40.2,2019,,
767,16295.0,9929.0,33499,338,454,87200.0,642.0,42.9,2019,,
769,19700.0,11054.0,38812,370,493,90900.0,724.0,41.6,2019,,
771,21175.0,11340.0,36906,397,560,114000.0,869.0,39.7,2019,,
772,16107.0,8499.0,19529,276,368,91100.0,723.0,40.2,2019,,
773,21850.0,11123.0,18224,333,461,111200.0,791.0,41.9,2019,,
775,22667.0,14886.0,1299,423,578,148800.0,1563.0,43.0,2019,,
777,19830.0,10327.0,39609,341,443,104300.0,778.0,38.8,2019,,
778,35183.0,18625.0,46707,538,622,141900.0,1099.0,39.1,2019,,
780,21663.0,13140.0,11016,579,773,96000.0,786.0,39.4,2019,,
782,13683.0,7234.0,17670,370,453,94800.0,746.0,39.0,2019,,
783,14995.0,8135.0,32769,347,514,91600.0,733.0,39.6,2019,,
784,17415.0,10447.0,39823,263,376,86400.0,701.0,39.1,2019,,
791,20269.0,13179.0,48433,350,429,97400.0,835.0,43.3,2019,,
794,17073.0,8550.0,28434,315,409,99100.0,737.0,36.7,2019,,
795,20471.0,10397.0,43873,379,508,91300.0,753.0,39.4,2019,,
901,21469.0,29932.0,6617,439,522,288700.0,2103.0,45.0,2019,,
906,106518.0,63599.0,191,-666666666,-666666666,357700.0,2439.0,35.6,2019,,
907,36495.0,41205.0,15151,686,803,231900.0,1651.0,48.9,2019,,
909,19443.0,16952.0,4698,415,510,129000.0,984.0,40.8,2019,,
911,35470.0,33282.0,7089,621,726,260700.0,1377.0,47.6,2019,,
912,22292.0,17735.0,5660,463,537,124200.0,930.0,46.0,2019,,
913,6493.0,8516.0,7890,136,214,370500.0,1919.0,26.3,2019,,
915,12802.0,9366.0,24888,329,408,87800.0,795.0,41.0,2019,,
917,15220.0,14535.0,18196,358,459,115600.0,945.0,48.2,2019,,
918,25117.0,23687.0,15759,261,332,171800.0,1257.0,43.3,2019,,
920,25809.0,15824.0,16281,532,665,146500.0,979.0,46.7,2019,,
921,18763.0,13733.0,31801,439,537,134300.0,947.0,39.8,2019,,
923,14159.0,11557.0,23851,311,371,108400.0,862.0,42.3,2019,,
924,18176.0,12932.0,48141,309,392,128600.0,928.0,39.8,2019,,
925,11090.0,13221.0,6640,402,444,128700.0,892.0,37.1,2019,,
926,35788.0,24073.0,93330,482,582,170400.0,1218.0,44.5,2019,,
927,35268.0,26116.0,13626,409,528,193000.0,1466.0,44.9,2019,,
949,27229.0,13995.0,72943,481,599,127100.0,909.0,40.6,2019,,
952,14991.0,8904.0,7598,467,518,98200.0,744.0,45.0,2019,,
953,29019.0,14771.0,71174,501,664,133900.0,1069.0,38.4,2019,,
956,23127.0,13075.0,63264,451,563,121200.0,889.0,42.4,2019,,
957,26667.0,13864.0,38198,472,539,130400.0,908.0,41.3,2019,,
959,30466.0,16549.0,46441,499,602,137000.0,983.0,41.4,2019,,
961,29511.0,16906.0,29743,489,579,149900.0,977.0,44.3,2019,,
962,15497.0,10627.0,19082,333,466,106800.0,846.0,38.4,2019,,
965,15276.0,12815.0,6709,314,421,84800.0,739.0,48.8,2019,,
966,48163.0,33918.0,15254,646,797,224700.0,1814.0,47.2,2019,,
968,49099.0,41280.0,3448,784,865,217300.0,1674.0,57.2,2019,,
969,50419.0,29145.0,41941,756,889,222400.0,1545.0,42.1,2019,,
971,22480.0,15459.0,25925,502,621,122000.0,1054.0,43.9,2019,,
976,32377.0,16538.0,58640,397,519,146200.0,1041.0,40.9,2019,,
979,34701.0,30272.0,16130,727,870,170600.0,1205.0,48.7,2019,,
982,24895.0,13184.0,14346,501,604,136800.0,910.0,44.8,2019,,
983,25750.0,14541.0,33947,450,551,134700.0,957.0,40.8,2019,,
985,26156.0,13515.0,31682,472,561,131100.0,945.0,43.6,2019,,
987,32555.0,17530.0,54241,583,716,142100.0,1057.0,41.2,2019,,
1001,63949.0,36540.0,17312,1025,1148,215700.0,1506.0,46.1,2019,44140.0,Springfield MA
1002,61159.0,30847.0,30014,1280,1380,355500.0,2330.0,23.4,2019,44140.0,Springfield MA
1005,67302.0,37464.0,5128,831,965,236400.0,1555.0,48.1,2019,49340.0,Worcester MA-CT
1007,91191.0,41753.0,15005,909,975,276900.0,1884.0,42.3,2019,44140.0,Springfield MA
1008,76333.0,40146.0,1140,-666666666,-666666666,243700.0,1581.0,54.0,2019,44140.0,Springfield MA
1009,80714.0,35649.0,261,-666666666,-666666666,205300.0,1786.0,53.4,2019,44140.0,Springfield MA
1010,70063.0,36656.0,3658,703,703,272200.0,1880.0,46.8,2019,44140.0,Springfield MA
1011,76500.0,32417.0,1430,753,1040,206800.0,1495.0,47.8,2019,44140.0,Springfield MA
1012,67321.0,38399.0,585,950,1257,249700.0,1384.0,54.1,2019,44140.0,Springfield MA
1013,43808.0,25552.0,22733,754,878,183000.0,1466.0,35.7,2019,44140.0,Springfield MA
1020,60561.0,31081.0,30108,834,956,187400.0,1442.0,44.5,2019,44140.0,Springfield MA
1022,46488.0,26787.0,2586,1365,1517,120900.0,1257.0,33.6,2019,44140.0,Springfield MA
1026,58438.0,32040.0,933,663,855,259800.0,1480.0,50.1,2019,44140.0,Springfield MA
1027,67119.0,37220.0,17818,877,1000,262400.0,1680.0,45.0,2019,44140.0,Springfield MA
1028,87748.0,40984.0,16242,782,945,268400.0,1916.0,45.5,2019,44140.0,Springfield MA
1029,87727.0,41468.0,538,-666666666,-666666666,242200.0,1233.0,47.8,2019,38340.0,Pittsfield MA
1030,76000.0,38722.0,11384,826,869,253400.0,1667.0,47.0,2019,44140.0,Springfield MA
1031,38173.0,29001.0,1135,734,901,198500.0,1400.0,46.2,2019,49340.0,Worcester MA-CT
1032,68750.0,38179.0,495,881,1196,249000.0,1714.0,54.6,2019,44140.0,Springfield MA
1033,96979.0,45998.0,6322,716,843,255800.0,1875.0,47.5,2019,44140.0,Springfield MA
1034,87750.0,38136.0,2186,1125,1350,278700.0,1573.0,46.6,2019,44140.0,Springfield MA
1035,74364.0,46151.0,5319,1165,1252,340000.0,2250.0,48.9,2019,44140.0,Springfield MA
1036,91646.0,43369.0,5178,788,1121,283100.0,1986.0,51.5,2019,44140.0,Springfield MA
1037,80556.0,37060.0,747,-666666666,-666666666,272100.0,1702.0,32.3,2019,49340.0,Worcester MA-CT
1038,72045.0,40071.0,2734,940,1088,305000.0,1729.0,49.9,2019,44140.0,Springfield MA
1039,94191.0,51111.0,1207,1027,1151,293900.0,1769.0,55.0,2019,44140.0,Springfield MA
1040,40769.0,23931.0,40241,740,838,195800.0,1497.0,35.2,2019,44140.0,Springfield MA
1050,67750.0,34872.0,2438,791,959,212300.0,1525.0,45.8,2019,44140.0,Springfield MA
1053,60823.0,33144.0,1593,959,976,283500.0,1739.0,54.8,2019,44140.0,Springfield MA
1054,90978.0,50069.0,2001,1139,1393,335300.0,2117.0,47.5,2019,,
1056,73458.0,33412.0,21291,825,1027,232300.0,1765.0,44.1,2019,44140.0,Springfield MA
1057,83008.0,39550.0,8824,722,865,247700.0,1691.0,47.3,2019,44140.0,Springfield MA
1060,61798.0,38081.0,15948,1114,1231,354500.0,1992.0,35.1,2019,44140.0,Springfield MA
1062,75179.0,40428.0,10364,836,940,320700.0,1870.0,47.2,2019,44140.0,Springfield MA
1068,88571.0,38660.0,1833,942,1153,294800.0,1919.0,49.3,2019,49340.0,Worcester MA-CT
1069,63750.0,34502.0,8556,806,889,206400.0,1638.0,46.5,2019,44140.0,Springfield MA
1070,60000.0,41123.0,648,631,800,238200.0,1784.0,52.0,2019,44140.0,Springfield MA
1071,75592.0,34003.0,1318,788,950,229400.0,1651.0,45.6,2019,44140.0,Springfield MA
1072,80625.0,39439.0,1478,1179,1417,274500.0,1829.0,47.3,2019,,
1073,104577.0,47307.0,6144,705,903,336600.0,1898.0,47.9,2019,44140.0,Springfield MA
1075,69346.0,35315.0,17703,874,1013,243500.0,1672.0,39.1,2019,44140.0,Springfield MA
1077,73776.0,38714.0,9720,919,1105,277500.0,1902.0,47.3,2019,44140.0,Springfield MA
1079,31594.0,30202.0,781,1107,1609,190600.0,1414.0,45.4,2019,44140.0,Springfield MA
1080,65741.0,26380.0,2709,786,957,169200.0,1510.0,32.6,2019,44140.0,Springfield MA
1081,69250.0,31950.0,1883,623,827,196600.0,1517.0,42.6,2019,44140.0,Springfield MA
1082,56637.0,30819.0,10580,777,955,204700.0,1655.0,43.6,2019,44140.0,Springfield MA
1083,60323.0,25875.0,3094,640,682,220000.0,1444.0,38.0,2019,49340.0,Worcester MA-CT
1084,75938.0,36392.0,168,983,1208,236700.0,1719.0,51.5,2019,44140.0,Springfield MA
1085,68042.0,33303.0,41780,842,969,236000.0,1689.0,39.9,2019,44140.0,Springfield MA
1088,54286.0,29819.0,509,887,987,307300.0,1867.0,35.4,2019,44140.0,Springfield MA
1089,53053.0,34222.0,28609,799,878,225100.0,1715.0,41.0,2019,44140.0,Springfield MA
1092,108725.0,40646.0,1278,679,958,215200.0,1525.0,33.1,2019,49340.0,Worcester MA-CT
1093,91563.0,52854.0,313,-666666666,-666666666,360800.0,2125.0,52.3,2019,,
1095,108965.0,49044.0,14728,569,666,301700.0,2188.0,46.3,2019,44140.0,Springfield MA
1096,82574.0,42844.0,2443,909,1130,293000.0,1742.0,47.8,2019,44140.0,Springfield MA
1098,80192.0,43675.0,1263,639,824,274200.0,1610.0,51.6,2019,44140.0,Springfield MA
1103,26135.0,25347.0,2332,819,876,119600.0,1443.0,40.0,2019,44140.0,Springfield MA
1104,34937.0,21765.0,23740,638,827,141400.0,1394.0,35.4,2019,44140.0,Springfield MA
1105,19427.0,14174.0,11841,623,695,132200.0,1486.0,31.4,2019,44140.0,Springfield MA
1106,121141.0,57925.0,15987,1299,1393,345500.0,2360.0,44.8,2019,44140.0,Springfield MA
1107,26258.0,15056.0,11562,532,711,160800.0,1284.0,26.9,2019,44140.0,Springfield MA
1108,43235.0,22090.0,27054,803,965,163500.0,1450.0,33.1,2019,44140.0,Springfield MA
1109,35339.0,16408.0,30383,764,946,134600.0,1244.0,28.8,2019,44140.0,Springfield MA
1118,63571.0,30991.0,14830,821,1021,169200.0,1515.0,37.4,2019,44140.0,Springfield MA
1119,46985.0,24000.0,13681,674,731,157000.0,1417.0,36.6,2019,44140.0,Springfield MA
1128,61659.0,36658.0,2541,1256,1713,184500.0,1597.0,49.6,2019,44140.0,Springfield MA
1129,58621.0,31146.0,6941,906,1072,171700.0,1526.0,40.6,2019,44140.0,Springfield MA
1151,43128.0,21099.0,9032,813,983,136000.0,1322.0,33.3,2019,44140.0,Springfield MA
1201,52223.0,32549.0,44458,743,893,176400.0,1390.0,44.7,2019,38340.0,Pittsfield MA
1220,53223.0,32425.0,8179,634,761,163900.0,1351.0,44.6,2019,38340.0,Pittsfield MA
1222,58646.0,33494.0,807,1263,1525,256300.0,1518.0,44.3,2019,38340.0,Pittsfield MA
1223,75250.0,40917.0,2443,843,1188,261900.0,1534.0,52.2,2019,38340.0,Pittsfield MA
1224,77717.0,65415.0,125,-666666666,-666666666,201000.0,1510.0,50.0,2019,38340.0,Pittsfield MA
1225,71081.0,37241.0,3105,894,1073,208800.0,1481.0,51.1,2019,38340.0,Pittsfield MA
1226,68915.0,41140.0,6769,723,933,219800.0,1618.0,50.7,2019,38340.0,Pittsfield MA
1230,69328.0,37722.0,8525,856,947,363400.0,1843.0,49.6,2019,38340.0,Pittsfield MA
1235,63947.0,35869.0,2567,647,742,199700.0,1638.0,51.1,2019,38340.0,Pittsfield MA
1236,64048.0,43077.0,1311,1026,1272,326300.0,2306.0,41.8,2019,38340.0,Pittsfield MA
1237,67625.0,33752.0,2488,863,1173,293000.0,1575.0,51.2,2019,38340.0,Pittsfield MA
1238,73333.0,36879.0,5814,748,953,278300.0,1751.0,46.6,2019,38340.0,Pittsfield MA
1240,68393.0,53085.0,4453,839,856,331500.0,1785.0,59.1,2019,38340.0,Pittsfield MA
1243,49643.0,42265.0,268,-666666666,-666666666,229600.0,1420.0,61.2,2019,44140.0,Springfield MA
1244,51538.0,30270.0,132,-666666666,-666666666,411500.0,1690.0,62.1,2019,38340.0,Pittsfield MA
1245,80417.0,59396.0,836,995,1217,424300.0,2176.0,56.8,2019,38340.0,Pittsfield MA
1247,44721.0,26466.0,15466,626,759,147900.0,1162.0,43.2,2019,38340.0,Pittsfield MA
1253,85417.0,53816.0,769,-666666666,-666666666,284300.0,1538.0,59.7,2019,38340.0,Pittsfield MA
1254,91484.0,73078.0,902,1125,1375,445200.0,2017.0,59.3,2019,38340.0,Pittsfield MA
1255,71023.0,36236.0,891,-666666666,-666666666,265700.0,1516.0,48.6,2019,38340.0,Pittsfield MA
1256,58125.0,34177.0,680,543,728,172600.0,1461.0,52.3,2019,38340.0,Pittsfield MA
1257,100909.0,57523.0,2017,902,919,327000.0,2293.0,53.2,2019,38340.0,Pittsfield MA
1258,67500.0,36030.0,488,-666666666,871,443500.0,2083.0,50.1,2019,38340.0,Pittsfield MA
1259,68438.0,59950.0,540,864,1067,367900.0,2111.0,59.4,2019,38340.0,Pittsfield MA
1260,118508.0,37690.0,427,-666666666,-666666666,630400.0,3500.0,44.7,2019,38340.0,Pittsfield MA
1262,29659.0,36541.0,1005,706,765,510900.0,1828.0,59.4,2019,38340.0,Pittsfield MA
1264,71250.0,50757.0,206,-666666666,850,366700.0,1688.0,55.5,2019,38340.0,Pittsfield MA
1266,73906.0,48268.0,1295,1438,1818,386800.0,1818.0,55.9,2019,38340.0,Pittsfield MA
1267,83939.0,33614.0,7753,787,953,320800.0,1847.0,31.2,2019,38340.0,Pittsfield MA
1270,85417.0,47879.0,796,-666666666,-666666666,279800.0,1573.0,51.3,2019,38340.0,Pittsfield MA
1301,50889.0,32557.0,17617,797,926,195400.0,1473.0,43.8,2019,,
1330,70761.0,45504.0,1276,702,835,279300.0,1820.0,55.2,2019,,
1331,57987.0,28184.0,13486,724,889,165400.0,1400.0,43.8,2019,49340.0,Worcester MA-CT
1337,66771.0,36337.0,2532,872,890,246500.0,1679.0,50.5,2019,,
1338,60347.0,28024.0,113,-666666666,-666666666,234700.0,1325.0,60.4,2019,,
1339,64813.0,35278.0,1371,713,833,234700.0,1708.0,52.2,2019,38340.0,Pittsfield MA
1340,62500.0,34087.0,1779,669,953,217700.0,1463.0,52.8,2019,,
1341,96563.0,55329.0,1929,975,1162,320700.0,1940.0,51.1,2019,,
1342,85341.0,30336.0,1259,1545,1773,276100.0,1614.0,41.7,2019,,
1343,71625.0,25935.0,78,-666666666,-666666666,242500.0,1375.0,43.0,2019,38340.0,Pittsfield MA
1344,62727.0,28845.0,1380,617,785,203900.0,1350.0,45.5,2019,,
1346,69375.0,32870.0,471,-666666666,-666666666,249100.0,1625.0,53.0,2019,,
1347,53846.0,34416.0,154,-666666666,-666666666,117700.0,1560.0,29.0,2019,,
1349,65536.0,27229.0,1391,678,1026,191800.0,1247.0,38.2,2019,,
1350,28750.0,26093.0,87,735,921,111400.0,1063.0,57.1,2019,,
1351,81042.0,39893.0,2114,862,962,263200.0,1619.0,48.3,2019,,
1354,67917.0,40218.0,1596,945,1110,248300.0,1512.0,48.8,2019,,
1355,65875.0,36531.0,931,933,1118,248000.0,1420.0,53.9,2019,,
1360,75875.0,39819.0,2981,700,775,226700.0,1663.0,48.3,2019,,
1364,50890.0,27759.0,7729,739,900,163800.0,1533.0,45.8,2019,,
1366,71484.0,38959.0,1188,744,960,287400.0,1727.0,51.9,2019,49340.0,Worcester MA-CT
1367,63750.0,28031.0,639,1125,1333,211800.0,1345.0,39.2,2019,,
1368,76250.0,35816.0,1377,761,871,241900.0,1478.0,50.7,2019,49340.0,Worcester MA-CT
1370,62966.0,41266.0,3852,755,890,267100.0,1617.0,52.5,2019,,
1373,78382.0,48051.0,4854,914,1041,306700.0,1904.0,50.7,2019,,
1375,55625.0,38897.0,3647,1243,1456,299800.0,1229.0,34.1,2019,,
1376,40913.0,26967.0,5013,779,906,199300.0,1497.0,45.7,2019,,
1378,59375.0,30445.0,792,638,1042,228600.0,1707.0,54.8,2019,,
1379,53750.0,31259.0,829,941,982,213400.0,1371.0,50.3,2019,,
1420,57207.0,27007.0,40702,805,1016,196600.0,1652.0,35.5,2019,49340.0,Worcester MA-CT
1430,95037.0,39119.0,6297,1500,1636,265000.0,1791.0,39.2,2019,49340.0,Worcester MA-CT
1431,97958.0,40389.0,3220,871,1101,267900.0,1866.0,45.9,2019,14460.0,Boston-Cambridge-Newton MA-NH
1432,94375.0,47324.0,7699,907,1113,327000.0,2131.0,41.7,2019,14460.0,Boston-Cambridge-Newton MA-NH
1434,92426.0,24118.0,1969,-666666666,-666666666,330000.0,2078.0,43.1,2019,49340.0,Worcester MA-CT
1436,73169.0,37038.0,3374,546,613,180800.0,1421.0,43.2,2019,49340.0,Worcester MA-CT
1438,119808.0,33770.0,694,-666666666,-666666666,171900.0,962.0,30.8,2019,49340.0,Worcester MA-CT
1440,49679.0,28208.0,20610,721,838,185700.0,1580.0,41.0,2019,49340.0,Worcester MA-CT
1450,129085.0,58468.0,11313,1213,1296,473000.0,2665.0,45.6,2019,14460.0,Boston-Cambridge-Newton MA-NH
1451,162619.0,70797.0,4731,1195,1242,597300.0,3058.0,46.4,2019,49340.0,Worcester MA-CT
1452,91734.0,37857.0,4708,907,1095,281700.0,1916.0,46.1,2019,49340.0,Worcester MA-CT
1453,61887.0,33746.0,41647,866,973,242000.0,1868.0,40.5,2019,49340.0,Worcester MA-CT
1460,123413.0,55083.0,10071,1198,1292,459000.0,2597.0,44.7,2019,14460.0,Boston-Cambridge-Newton MA-NH
1462,103228.0,44134.0,11402,1319,1580,308800.0,2047.0,44.3,2019,49340.0,Worcester MA-CT
1463,104130.0,47279.0,12105,909,1113,343400.0,2235.0,44.0,2019,14460.0,Boston-Cambridge-Newton MA-NH
1464,76875.0,35543.0,7633,682,810,314200.0,2244.0,47.2,2019,14460.0,Boston-Cambridge-Newton MA-NH
1468,73246.0,42111.0,4062,924,1160,203800.0,1552.0,46.0,2019,49340.0,Worcester MA-CT
1469,91964.0,40677.0,7670,853,945,287400.0,2092.0,40.5,2019,14460.0,Boston-Cambridge-Newton MA-NH
1473,100972.0,44228.0,7766,925,1104,287300.0,1893.0,44.3,2019,49340.0,Worcester MA-CT
1474,90302.0,51399.0,1803,1031,1250,309500.0,1981.0,51.1,2019,14460.0,Boston-Cambridge-Newton MA-NH
1475,80267.0,32312.0,10825,667,732,206100.0,1609.0,37.8,2019,49340.0,Worcester MA-CT
1501,85432.0,42126.0,16619,819,935,264400.0,1917.0,45.0,2019,49340.0,Worcester MA-CT
1503,99297.0,49929.0,3182,734,756,422600.0,2543.0,49.7,2019,49340.0,Worcester MA-CT
1504,95375.0,40889.0,9263,827,978,291100.0,2032.0,41.7,2019,49340.0,Worcester MA-CT
1505,97591.0,48655.0,4623,859,947,385900.0,2220.0,45.2,2019,49340.0,Worcester MA-CT
1506,70338.0,36953.0,3441,775,947,218900.0,1670.0,44.0,2019,49340.0,Worcester MA-CT
1507,101111.0,42727.0,13550,896,1007,297700.0,1820.0,43.3,2019,49340.0,Worcester MA-CT
1510,67634.0,33796.0,13935,1019,1167,248200.0,1777.0,37.2,2019,49340.0,Worcester MA-CT
1515,82946.0,34840.0,2040,785,982,249200.0,1642.0,37.8,2019,49340.0,Worcester MA-CT
1516,99943.0,43562.0,8859,828,974,320600.0,2040.0,44.1,2019,49340.0,Worcester MA-CT
1518,72470.0,37510.0,3947,1007,1082,339100.0,2378.0,38.3,2019,49340.0,Worcester MA-CT
1519,109670.0,49031.0,7042,1160,1366,363100.0,2263.0,41.7,2019,49340.0,Worcester MA-CT
1520,109529.0,48778.0,15781,1081,1172,324300.0,2155.0,43.2,2019,49340.0,Worcester MA-CT
1521,82179.0,38601.0,2630,871,1278,250600.0,1584.0,45.5,2019,44140.0,Springfield MA
1522,108036.0,45049.0,3270,878,941,296400.0,1947.0,44.3,2019,49340.0,Worcester MA-CT
1523,93385.0,33269.0,7794,-666666666,-666666666,364300.0,2177.0,39.2,2019,49340.0,Worcester MA-CT
1524,81042.0,36011.0,6654,773,862,262000.0,1708.0,42.3,2019,49340.0,Worcester MA-CT
1527,85781.0,42500.0,13732,963,1168,290300.0,1944.0,44.9,2019,49340.0,Worcester MA-CT
1529,79129.0,38338.0,3256,921,1103,307500.0,2032.0,41.3,2019,49340.0,Worcester MA-CT
1531,91125.0,38676.0,1211,742,983,295300.0,1743.0,48.8,2019,49340.0,Worcester MA-CT
1532,128613.0,60688.0,15056,1318,1440,447100.0,2735.0,43.4,2019,49340.0,Worcester MA-CT
1534,102284.0,45059.0,6296,730,780,350800.0,2259.0,45.2,2019,49340.0,Worcester MA-CT
1535,78750.0,37047.0,4774,729,878,244400.0,1740.0,44.2,2019,49340.0,Worcester MA-CT
1536,109329.0,47453.0,7576,872,1033,349100.0,2241.0,39.7,2019,49340.0,Worcester MA-CT
1537,64975.0,33309.0,2201,890,1006,222700.0,1993.0,38.7,2019,49340.0,Worcester MA-CT
1540,77184.0,34735.0,11581,776,892,263800.0,1787.0,39.7,2019,49340.0,Worcester MA-CT
1541,136083.0,60843.0,3455,911,1028,373600.0,2322.0,49.7,2019,49340.0,Worcester MA-CT
1542,106250.0,39049.0,2567,862,981,275300.0,1861.0,40.4,2019,49340.0,Worcester MA-CT
1543,107928.0,39751.0,8685,850,1044,295500.0,2135.0,39.2,2019,49340.0,Worcester MA-CT
1545,105014.0,48516.0,37086,1296,1375,416000.0,2284.0,41.9,2019,49340.0,Worcester MA-CT
1550,51270.0,26661.0,16887,760,895,198400.0,1716.0,39.3,2019,49340.0,Worcester MA-CT
1560,88750.0,47011.0,4396,1027,1138,363200.0,2215.0,39.2,2019,49340.0,Worcester MA-CT
1562,72821.0,34389.0,11928,735,890,255900.0,1876.0,45.7,2019,49340.0,Worcester MA-CT
1564,121458.0,54066.0,8091,1090,1304,360000.0,1997.0,46.8,2019,49340.0,Worcester MA-CT
1566,86731.0,42860.0,5592,1036,1407,268300.0,2072.0,46.3,2019,49340.0,Worcester MA-CT
1568,128796.0,56909.0,7894,884,984,486300.0,2783.0,42.4,2019,49340.0,Worcester MA-CT
