Zipcode,Household Income,Income per Capita,Population,Median Contract Rent,Median Gross Rent,Median Home Value,Median Monthly Owner Costs,Median Age,Year,MA,MANAME
27551,53281.0,31405.0,1684,902,1054,151500.0,1263.0,55.1,2019,,
27553,24063.0,14713.0,2725,432,681,84500.0,1026.0,46.4,2019,,
27555,31875.0,15602.0,672,575,769,85400.0,988.0,42.4,2019,39580.0,Raleigh NC
27557,45609.0,18492.0,8205,483,641,99300.0,949.0,35.6,2019,40580.0,Rocky Mount NC
27559,67331.0,35918.0,2622,675,1030,240400.0,1602.0,54.5,2019,20500.0,Durham-Chapel Hill NC
27560,96830.0,46320.0,35800,1236,1386,329400.0,1910.0,33.5,2019,39580.0,Raleigh NC
27562,54182.0,32855.0,2149,536,873,269100.0,1805.0,41.6,2019,20500.0,Durham-Chapel Hill NC
27563,35124.0,24075.0,4270,408,563,81600.0,814.0,47.5,2019,,
27565,47295.0,25628.0,25127,528,742,129900.0,1119.0,44.9,2019,20500.0,Durham-Chapel Hill NC
27568,43889.0,24946.0,607,418,608,129500.0,1101.0,28.8,2019,39580.0,Raleigh NC
27569,44789.0,22924.0,7993,563,825,101600.0,1001.0,41.3,2019,39580.0,Raleigh NC
27571,118558.0,35531.0,7407,723,788,312900.0,1889.0,35.7,2019,39580.0,Raleigh NC
27572,78870.0,35970.0,7081,542,738,196300.0,1229.0,46.2,2019,20500.0,Durham-Chapel Hill NC
27573,35405.0,22183.0,11391,491,646,106600.0,1015.0,38.1,2019,20500.0,Durham-Chapel Hill NC
27574,51771.0,28173.0,14036,478,677,115500.0,1123.0,48.3,2019,20500.0,Durham-Chapel Hill NC
27576,39789.0,20789.0,18222,542,841,128700.0,1182.0,36.7,2019,39580.0,Raleigh NC
27577,48084.0,22890.0,26875,544,800,151100.0,1198.0,40.6,2019,39580.0,Raleigh NC
27581,69396.0,24835.0,4612,779,883,158000.0,1334.0,41.9,2019,,
27583,58934.0,28646.0,7073,624,850,140500.0,1154.0,43.4,2019,20500.0,Durham-Chapel Hill NC
27587,96588.0,42389.0,68491,954,1122,309200.0,1891.0,39.3,2019,39580.0,Raleigh NC
27589,33472.0,20345.0,7938,411,612,78300.0,972.0,42.0,2019,39580.0,Raleigh NC
27591,62577.0,28999.0,20562,715,868,188600.0,1384.0,38.3,2019,39580.0,Raleigh NC
27592,72981.0,29613.0,15972,620,843,185700.0,1263.0,38.5,2019,39580.0,Raleigh NC
27596,74070.0,35485.0,18043,722,857,198500.0,1437.0,41.8,2019,39580.0,Raleigh NC
27597,58948.0,29148.0,24691,645,894,167000.0,1296.0,39.7,2019,39580.0,Raleigh NC
27601,51281.0,34352.0,10525,831,1036,331600.0,1774.0,31.4,2019,39580.0,Raleigh NC
27603,68851.0,34353.0,54457,959,1120,221300.0,1438.0,32.8,2019,39580.0,Raleigh NC
27604,63850.0,31000.0,48494,894,1071,177600.0,1253.0,36.3,2019,39580.0,Raleigh NC
27605,57996.0,61430.0,5990,1134,1236,323800.0,1804.0,35.6,2019,39580.0,Raleigh NC
27606,57199.0,32931.0,47478,908,1063,278800.0,1541.0,28.3,2019,39580.0,Raleigh NC
27607,82688.0,38187.0,28874,1032,1149,413600.0,2096.0,24.3,2019,39580.0,Raleigh NC
27608,117637.0,76260.0,11203,995,1128,574000.0,2502.0,40.1,2019,39580.0,Raleigh NC
27609,62536.0,45196.0,33575,919,1084,312500.0,1641.0,38.2,2019,39580.0,Raleigh NC
27610,52868.0,21628.0,79924,832,1038,160800.0,1226.0,33.0,2019,39580.0,Raleigh NC
27612,79883.0,49215.0,39989,1030,1165,337500.0,1831.0,37.6,2019,39580.0,Raleigh NC
27613,99426.0,52247.0,42324,970,1114,340900.0,1862.0,38.9,2019,39580.0,Raleigh NC
27614,112500.0,59371.0,32849,1109,1234,385000.0,2038.0,43.5,2019,39580.0,Raleigh NC
27615,85360.0,52472.0,43950,1001,1161,315100.0,1673.0,43.7,2019,39580.0,Raleigh NC
27616,70533.0,30036.0,55128,968,1126,202900.0,1389.0,33.4,2019,39580.0,Raleigh NC
27617,86404.0,61169.0,20281,1153,1290,268700.0,1636.0,35.3,2019,39580.0,Raleigh NC
27701,41566.0,29511.0,23112,654,855,276600.0,1466.0,32.9,2019,20500.0,Durham-Chapel Hill NC
27703,63679.0,31916.0,53733,870,1059,195100.0,1411.0,34.9,2019,20500.0,Durham-Chapel Hill NC
27704,48281.0,23154.0,40392,797,961,156200.0,1189.0,34.6,2019,20500.0,Durham-Chapel Hill NC
27705,54661.0,36304.0,49508,873,1047,268800.0,1554.0,31.9,2019,20500.0,Durham-Chapel Hill NC
27707,53561.0,34213.0,51414,888,1056,246200.0,1587.0,32.6,2019,20500.0,Durham-Chapel Hill NC
27709,162019.0,80753.0,1152,-666666666,-666666666,177500.0,1228.0,41.3,2019,20500.0,Durham-Chapel Hill NC
27712,84727.0,40272.0,21301,1004,1268,225600.0,1481.0,45.7,2019,20500.0,Durham-Chapel Hill NC
27713,75050.0,42069.0,54348,994,1144,243500.0,1556.0,36.5,2019,20500.0,Durham-Chapel Hill NC
27801,35437.0,18010.0,20065,461,700,86900.0,1096.0,39.6,2019,40580.0,Rocky Mount NC
27803,47844.0,29992.0,17905,522,755,139300.0,1286.0,45.8,2019,40580.0,Rocky Mount NC
27804,51676.0,29277.0,29519,601,844,133800.0,1217.0,40.3,2019,40580.0,Rocky Mount NC
27805,42349.0,20830.0,4243,443,675,84300.0,819.0,41.8,2019,,
27806,34130.0,20101.0,2576,413,679,64100.0,979.0,50.6,2019,,
27807,46595.0,22440.0,6604,479,730,124500.0,1069.0,35.5,2019,40580.0,Rocky Mount NC
27808,65897.0,39680.0,2066,578,1045,190100.0,1307.0,55.1,2019,,
27809,49346.0,30867.0,4747,499,734,105000.0,1159.0,49.6,2019,40580.0,Rocky Mount NC
27810,40833.0,26912.0,4045,429,696,172600.0,1239.0,52.8,2019,,
27812,37500.0,20801.0,2686,380,661,93100.0,1162.0,48.9,2019,24780.0,Greenville NC
27813,45500.0,19561.0,792,492,692,84000.0,1019.0,37.0,2019,,
27814,61667.0,27232.0,1947,-666666666,-666666666,123600.0,1185.0,52.7,2019,,
27816,47143.0,24146.0,2125,400,650,86300.0,1112.0,47.5,2019,40580.0,Rocky Mount NC
27817,49053.0,26836.0,7614,532,809,149800.0,1351.0,45.9,2019,,
27818,43813.0,17285.0,1699,444,694,69300.0,766.0,36.8,2019,,
27819,30750.0,17848.0,249,482,715,63000.0,850.0,44.5,2019,40580.0,Rocky Mount NC
27820,42685.0,27429.0,2041,294,572,98900.0,1077.0,49.2,2019,,
27822,48293.0,24822.0,8225,436,708,109800.0,1166.0,41.5,2019,40580.0,Rocky Mount NC
27823,31836.0,16198.0,7950,399,782,59400.0,1063.0,42.1,2019,,
27824,45547.0,19886.0,1797,451,785,90500.0,1103.0,34.0,2019,,
27825,38750.0,26535.0,46,439,900,85000.0,1125.0,62.5,2019,,
27826,33060.0,8885.0,924,-666666666,-666666666,101700.0,1810.0,49.2,2019,,
27828,46446.0,23875.0,9834,477,722,119700.0,1244.0,37.6,2019,24780.0,Greenville NC
27829,34205.0,24411.0,1436,323,583,85900.0,827.0,58.4,2019,24780.0,Greenville NC
27830,47514.0,25400.0,4547,401,659,97300.0,1190.0,48.4,2019,24140.0,Goldsboro NC
27831,31282.0,19201.0,3381,470,749,67200.0,1082.0,50.0,2019,,
27832,34906.0,19372.0,2868,464,782,71600.0,1008.0,51.6,2019,,
27834,39042.0,23871.0,57258,572,768,115400.0,1144.0,32.2,2019,24780.0,Greenville NC
27837,75291.0,31852.0,7075,516,741,157000.0,1300.0,42.3,2019,24780.0,Greenville NC
27839,31439.0,16013.0,3479,539,789,69900.0,1060.0,45.6,2019,,
27840,25750.0,23334.0,328,223,477,58600.0,1203.0,55.5,2019,,
27842,58393.0,34013.0,1446,-666666666,-666666666,330100.0,1809.0,64.1,2019,,
27843,33500.0,14187.0,1053,483,729,81100.0,800.0,51.6,2019,40580.0,Rocky Mount NC
27844,29137.0,23265.0,2846,361,663,80900.0,1168.0,43.4,2019,,
27845,40323.0,19981.0,3192,406,679,106800.0,1188.0,42.7,2019,,
27846,44984.0,25839.0,3096,477,605,88500.0,1000.0,41.1,2019,,
27847,23021.0,20873.0,649,450,760,47100.0,771.0,44.2,2019,,
27849,35692.0,23528.0,1608,397,720,86400.0,959.0,48.6,2019,,
27850,44929.0,30337.0,7410,443,670,167100.0,1318.0,54.8,2019,,
27851,46935.0,23457.0,5458,441,732,102100.0,1046.0,44.5,2019,,
27852,47717.0,24473.0,3061,454,669,92500.0,1135.0,42.7,2019,40580.0,Rocky Mount NC
27853,32130.0,17584.0,591,-666666666,-666666666,72100.0,921.0,38.4,2019,,
27855,37005.0,20293.0,6066,464,765,80500.0,953.0,41.2,2019,,
27856,59175.0,28392.0,17258,600,828,138300.0,1265.0,44.0,2019,40580.0,Rocky Mount NC
27857,35357.0,19583.0,1037,403,775,83000.0,1192.0,49.2,2019,,
27858,46652.0,27005.0,59182,666,846,174500.0,1465.0,25.2,2019,24780.0,Greenville NC
27860,55357.0,22745.0,1663,371,651,73800.0,1569.0,37.8,2019,,
27862,55189.0,30380.0,727,500,844,153100.0,1054.0,51.7,2019,,
27863,64119.0,33186.0,12782,759,1005,123200.0,1134.0,37.1,2019,24140.0,Goldsboro NC
27864,39743.0,22424.0,4652,414,647,80300.0,948.0,41.1,2019,40580.0,Rocky Mount NC
27865,87917.0,35705.0,1963,812,973,115900.0,1418.0,44.8,2019,,
27866,56300.0,19124.0,961,534,955,106300.0,985.0,43.8,2019,,
27869,27317.0,20424.0,1705,460,756,64400.0,1090.0,58.6,2019,,
27870,37003.0,23390.0,25497,524,727,100700.0,1108.0,40.9,2019,,
27871,35000.0,19789.0,4293,412,659,72900.0,1032.0,47.6,2019,24780.0,Greenville NC
27872,19522.0,12506.0,535,-666666666,-666666666,42300.0,990.0,40.8,2019,,
27873,53750.0,22505.0,413,725,1063,112700.0,1020.0,52.9,2019,,
27874,37188.0,27311.0,3837,379,703,73700.0,979.0,54.2,2019,,
27876,36472.0,22755.0,1218,399,768,88200.0,1018.0,43.1,2019,,
27878,24744.0,17445.0,2045,449,753,84300.0,1147.0,35.4,2019,40580.0,Rocky Mount NC
27879,55435.0,25643.0,316,759,1038,135300.0,1292.0,45.0,2019,24780.0,Greenville NC
27880,77227.0,37064.0,3421,405,617,171000.0,1717.0,37.0,2019,40580.0,Rocky Mount NC
27882,45990.0,22610.0,7972,443,687,99600.0,1103.0,41.7,2019,40580.0,Rocky Mount NC
27883,45941.0,23339.0,2850,417,647,86200.0,913.0,46.1,2019,24140.0,Goldsboro NC
27884,64969.0,29390.0,1332,-666666666,-666666666,82100.0,857.0,43.5,2019,24780.0,Greenville NC
27885,39329.0,21624.0,963,349,637,58300.0,1331.0,41.9,2019,,
27886,36786.0,22785.0,20280,479,681,88700.0,1100.0,43.4,2019,40580.0,Rocky Mount NC
27888,41447.0,19038.0,2261,503,758,84600.0,1089.0,37.8,2019,,
27889,41699.0,27755.0,26637,472,726,136000.0,1199.0,44.5,2019,24780.0,Greenville NC
27890,31224.0,15966.0,2685,455,647,79700.0,1099.0,32.1,2019,,
27891,46250.0,22455.0,5036,509,822,87000.0,1058.0,47.9,2019,40580.0,Rocky Mount NC
27892,41466.0,24856.0,14217,440,674,102500.0,988.0,45.5,2019,,
27893,34006.0,19421.0,39531,476,720,101900.0,1029.0,38.3,2019,,
27896,66307.0,33901.0,20791,628,899,167800.0,1409.0,41.6,2019,40580.0,Rocky Mount NC
27897,45865.0,19706.0,1810,296,511,84600.0,997.0,44.4,2019,,
27909,50532.0,24668.0,39551,664,909,163000.0,1390.0,38.6,2019,,
27910,40263.0,22259.0,11691,480,733,93800.0,1077.0,41.9,2019,,
27915,26652.0,26897.0,421,-666666666,-666666666,204100.0,1379.0,58.7,2019,,
27916,58125.0,25574.0,860,845,1113,214700.0,1160.0,30.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27920,56173.0,25600.0,1527,799,935,265400.0,1625.0,34.4,2019,,
27921,65000.0,29324.0,4750,857,1069,204300.0,1503.0,41.7,2019,,
27922,42550.0,19795.0,687,438,732,84800.0,1188.0,55.2,2019,,
27923,54149.0,26840.0,827,733,867,240300.0,1570.0,35.9,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27924,34160.0,23288.0,3568,347,668,80500.0,1191.0,46.3,2019,,
27925,38145.0,19802.0,4003,504,725,118500.0,1070.0,45.6,2019,,
27926,48889.0,27808.0,1692,756,1013,156400.0,1371.0,44.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27927,68438.0,47973.0,947,736,871,454300.0,2208.0,59.1,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27928,38672.0,22805.0,1717,412,639,149000.0,1152.0,58.9,2019,,
27929,80441.0,39549.0,1787,-666666666,-666666666,283300.0,1661.0,49.1,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27932,44946.0,25986.0,12129,572,822,128900.0,1188.0,45.1,2019,,
27935,55526.0,26593.0,1879,310,550,162200.0,1188.0,44.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27936,35256.0,21618.0,953,647,796,221700.0,1636.0,51.5,2019,,
27937,53487.0,23078.0,4448,717,949,150300.0,1411.0,41.8,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27938,48984.0,26420.0,1233,525,846,125000.0,1184.0,50.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27939,70791.0,29482.0,2862,806,988,186800.0,1320.0,43.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27941,58819.0,36251.0,424,-666666666,-666666666,250600.0,1422.0,55.8,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27942,34821.0,19782.0,658,428,615,58300.0,885.0,51.5,2019,,
27944,48052.0,28374.0,11756,625,946,183000.0,1290.0,50.9,2019,,
27946,49375.0,32183.0,1022,-666666666,-666666666,133700.0,1112.0,50.7,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27947,64526.0,27932.0,1259,-666666666,-666666666,258700.0,1421.0,42.0,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27948,57928.0,33590.0,11245,959,1060,252700.0,1603.0,45.7,2019,,
27949,83046.0,49474.0,7648,1277,1345,430900.0,2227.0,54.0,2019,,
27950,48750.0,26805.0,2048,797,1090,204000.0,1365.0,47.9,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27953,48516.0,27326.0,888,797,996,152900.0,1044.0,46.1,2019,,
27954,51368.0,26344.0,7938,887,1099,248400.0,1627.0,39.6,2019,,
27957,57962.0,48725.0,1143,-666666666,-666666666,77800.0,1303.0,55.3,2019,,
27958,86250.0,33731.0,11354,1297,1469,271400.0,1838.0,39.4,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27959,65565.0,37705.0,2938,1107,1310,326100.0,1879.0,49.6,2019,,
27962,35423.0,22036.0,7696,342,616,84800.0,1086.0,43.4,2019,,
27964,66250.0,35151.0,661,1276,1318,278900.0,1851.0,57.2,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27965,78828.0,31587.0,399,-666666666,-666666666,209100.0,883.0,55.2,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27967,27917.0,23513.0,174,375,625,77500.0,950.0,58.9,2019,,
27970,28618.0,27776.0,2446,328,467,74800.0,1518.0,51.9,2019,,
27973,58750.0,32626.0,1205,719,1014,255200.0,1487.0,48.5,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27974,52813.0,23992.0,1351,588,862,182200.0,1422.0,44.7,2019,,
27976,75054.0,28504.0,4129,-666666666,635,219500.0,1647.0,38.6,2019,,
27979,43832.0,27788.0,1473,569,678,147300.0,1244.0,49.1,2019,47260.0,Virginia Beach-Norfolk-Newport News VA-N
27980,49464.0,26523.0,2018,-666666666,-666666666,135700.0,1503.0,52.7,2019,,
27981,55799.0,27633.0,1732,861,1099,218500.0,1328.0,43.0,2019,,
27983,33020.0,21234.0,8502,417,626,90900.0,1050.0,45.0,2019,,
27985,31389.0,16133.0,390,558,865,120200.0,1393.0,38.4,2019,,
27986,37778.0,11233.0,2362,463,693,93800.0,994.0,42.0,2019,,
28001,49205.0,25418.0,26557,484,695,128200.0,1091.0,42.3,2019,,
28006,51875.0,26449.0,1116,602,803,154900.0,1172.0,53.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28007,50163.0,20480.0,720,433,822,80200.0,1004.0,50.5,2019,,
28009,39000.0,21105.0,1183,480,705,84100.0,791.0,45.1,2019,,
28012,71338.0,36103.0,23830,742,913,204200.0,1456.0,39.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28016,46400.0,23160.0,13405,548,739,115500.0,1051.0,38.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28018,44231.0,25923.0,5234,405,711,114500.0,979.0,44.0,2019,,
28020,47667.0,19256.0,2354,722,935,78700.0,1145.0,38.4,2019,,
28021,46036.0,23825.0,14408,491,738,134000.0,1147.0,43.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28023,58546.0,27929.0,16129,633,790,144200.0,1124.0,38.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28025,55443.0,28535.0,54425,660,857,172000.0,1248.0,39.2,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28027,76776.0,34776.0,68716,870,1055,225500.0,1511.0,37.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28031,91658.0,55023.0,28077,1143,1239,314600.0,1743.0,41.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28032,69444.0,35190.0,3245,605,859,149500.0,1191.0,38.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28033,47877.0,23068.0,3132,450,649,132000.0,1057.0,40.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28034,48132.0,23024.0,17386,536,719,129800.0,1138.0,40.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28036,117312.0,51262.0,18266,1039,1177,398500.0,2149.0,37.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28037,79689.0,48175.0,20619,700,850,320500.0,1715.0,46.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28040,41354.0,22725.0,7441,469,696,98000.0,917.0,47.8,2019,,
28043,35317.0,21974.0,20339,430,600,110100.0,952.0,41.6,2019,,
28052,39426.0,20042.0,35169,602,853,102400.0,1034.0,35.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28054,45856.0,25736.0,37876,709,869,139100.0,1146.0,39.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28056,68890.0,33505.0,34373,716,875,172200.0,1346.0,42.2,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28071,47386.0,24357.0,2667,464,639,156300.0,1146.0,47.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28072,48571.0,20776.0,1527,298,398,155200.0,1195.0,30.2,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28073,42331.0,20205.0,6541,466,704,101300.0,959.0,37.6,2019,,
28075,107397.0,40982.0,19099,1371,1625,292600.0,1734.0,39.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28077,18950.0,14509.0,467,486,622,67500.0,800.0,40.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28078,100980.0,44246.0,61043,1140,1276,302300.0,1788.0,37.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28079,82273.0,34199.0,37694,1235,1411,220300.0,1473.0,38.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28080,59375.0,27161.0,7857,519,727,148400.0,1094.0,41.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28081,51339.0,28128.0,28116,615,799,143700.0,1131.0,35.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28083,48000.0,22895.0,25536,676,880,127200.0,1054.0,36.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28086,44963.0,22250.0,25436,506,694,124400.0,1078.0,41.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28088,57301.0,21872.0,2746,955,1138,131200.0,1150.0,37.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28089,32750.0,5550.0,227,-666666666,-666666666,157800.0,1250.0,21.2,2019,,
28090,36117.0,22005.0,7820,465,678,106600.0,1064.0,46.2,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28091,42775.0,21430.0,1975,387,570,79600.0,801.0,37.6,2019,,
28092,50267.0,25307.0,40517,526,682,139300.0,1082.0,41.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28097,54505.0,28088.0,6078,534,819,168100.0,1217.0,45.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28098,54093.0,25930.0,3632,592,842,118800.0,1141.0,41.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28101,86458.0,38374.0,970,744,958,285900.0,1577.0,41.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28102,51125.0,31542.0,95,-666666666,-666666666,75500.0,1094.0,52.6,2019,,
28103,61532.0,25066.0,11281,587,865,179900.0,1246.0,41.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28104,105333.0,45708.0,31773,1101,1346,321700.0,1829.0,40.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28105,78620.0,39544.0,46180,1139,1281,260300.0,1591.0,40.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28107,79471.0,32059.0,8024,596,844,234000.0,1491.0,39.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28109,48250.0,15543.0,334,-666666666,-666666666,114100.0,775.0,20.3,2019,,
28110,62279.0,26713.0,53733,781,1010,183100.0,1293.0,35.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28112,54302.0,26204.0,26831,660,883,167600.0,1245.0,40.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28114,43858.0,23052.0,7475,454,618,90900.0,959.0,44.7,2019,,
28115,63828.0,30568.0,37673,763,900,214400.0,1406.0,37.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28117,89189.0,51201.0,40855,1066,1186,418100.0,2009.0,42.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28119,37500.0,19838.0,2391,509,849,65200.0,757.0,42.2,2019,,
28120,61680.0,31425.0,21582,648,833,162100.0,1257.0,39.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28124,68825.0,32397.0,5946,680,845,187900.0,1327.0,47.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28125,65667.0,29994.0,2421,535,811,211900.0,1204.0,39.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28127,63030.0,31436.0,7704,491,715,165300.0,1124.0,47.3,2019,49180.0,Winston-Salem NC
28128,49219.0,25833.0,7519,461,709,115900.0,902.0,41.7,2019,,
28129,57138.0,26693.0,5416,505,720,154600.0,1203.0,42.5,2019,,
28133,57741.0,31826.0,2420,442,827,130200.0,1186.0,43.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28134,60116.0,32963.0,11037,985,1165,213400.0,1338.0,38.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28135,47031.0,20131.0,6245,464,754,114100.0,1396.0,39.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28137,53846.0,23397.0,3181,519,733,157200.0,1152.0,40.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28138,50902.0,24229.0,10160,615,810,126200.0,1080.0,45.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28139,47138.0,25958.0,20467,609,740,141400.0,1078.0,45.7,2019,,
28144,43701.0,25868.0,24858,608,772,132300.0,1160.0,38.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28146,53669.0,26800.0,28420,570,749,149200.0,1101.0,41.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28147,46927.0,25060.0,23495,639,787,148600.0,1165.0,41.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28150,38740.0,24655.0,26965,463,672,121000.0,1110.0,45.6,2019,,
28152,43750.0,21863.0,24523,520,705,121900.0,1032.0,40.6,2019,,
28159,51330.0,21224.0,2959,650,926,89100.0,851.0,34.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28160,32292.0,17046.0,3825,480,586,88400.0,679.0,38.6,2019,,
28163,64330.0,29237.0,5275,519,691,164000.0,1278.0,38.8,2019,,
28164,61454.0,31558.0,15623,556,784,177800.0,1269.0,43.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28166,61574.0,33040.0,9651,738,1026,183100.0,1235.0,42.0,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28167,55333.0,22087.0,2732,-666666666,-666666666,143200.0,1238.0,48.9,2019,,
28168,52541.0,23302.0,10415,490,671,125400.0,1009.0,45.5,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28169,47625.0,16751.0,202,427,643,117900.0,900.0,44.2,2019,,
28170,32297.0,21221.0,11187,490,756,90800.0,1028.0,40.6,2019,,
28173,125591.0,50765.0,59559,971,1192,391100.0,2242.0,39.2,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28174,54728.0,20427.0,9496,653,874,144500.0,1133.0,27.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28202,92786.0,75828.0,13498,1418,1511,319100.0,2021.0,30.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28203,88039.0,67585.0,16655,1322,1398,536500.0,2380.0,30.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28204,62850.0,56347.0,7199,1203,1302,430700.0,2213.0,31.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28205,52766.0,34640.0,48798,817,1004,248100.0,1397.0,33.3,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28206,32232.0,19094.0,12036,706,870,114300.0,1043.0,32.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28207,136333.0,103336.0,9986,1116,1206,989600.0,3877.0,38.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28208,36062.0,20762.0,40284,721,908,106900.0,992.0,31.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28209,76022.0,61126.0,23533,1069,1167,385100.0,1864.0,34.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28210,71914.0,46457.0,48333,976,1133,325200.0,1685.0,34.8,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28211,90057.0,69997.0,31121,1027,1169,467900.0,2347.0,39.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28212,41641.0,19563.0,47903,839,982,143700.0,1141.0,30.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28213,45808.0,25363.0,43099,845,1004,169200.0,1239.0,32.9,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28214,62697.0,26697.0,42412,866,1102,153600.0,1198.0,35.6,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28215,51676.0,23604.0,62543,861,1068,154800.0,1207.0,33.7,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28216,49465.0,27961.0,49849,915,1094,146100.0,1153.0,36.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28217,51849.0,24867.0,30082,954,1108,127200.0,1053.0,31.1,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28226,96487.0,58988.0,39796,1104,1197,371600.0,1902.0,42.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
28227,59438.0,28584.0,57336,887,1081,182500.0,1239.0,37.4,2019,16740.0,Charlotte-Concord-Gastonia NC-SC
