Household Income_2014,Population_2014,Median Contract Rent_2014,Median Gross Rent_2014,Median Home Value_2014,Median Monthly Owner Costs_2014,state,Zipcode,Household Income_2019,Population_2019,Median Contract Rent_2019,Median Gross Rent_2019,Median Home Value_2019,Median Monthly Owner Costs_2019
92083.0,4335,1615.0,1769.0,383000.0,2778.0,36,11715,122639.0,4583.0,1642.0,1795.0,438600.0,3334.0
84861.0,11134,1514.0,1622.0,388500.0,2845.0,36,11716,93317.0,9781.0,1782.0,1900.0,384900.0,2924.0
69240.0,59449,1119.0,1265.0,278500.0,2394.0,36,11717,82237.0,63492.0,1282.0,1474.0,312100.0,2424.0
120938.0,3117,1077.0,1304.0,510700.0,3633.0,36,11718,127931.0,3075.0,2042.0,2542.0,515800.0,3643.0
90954.0,3372,1244.0,1244.0,386100.0,2842.0,36,11719,68616.0,3447.0,1380.0,1523.0,410800.0,2632.0
91481.0,29374,1699.0,2001.0,341200.0,2731.0,36,11720,109550.0,28454.0,1929.0,2087.0,347800.0,2650.0
107153.0,6482,1871.0,1939.0,594000.0,3392.0,36,11721,141976.0,6288.0,1583.0,1848.0,602400.0,3432.0
65939.0,37181,1324.0,1489.0,261800.0,2427.0,36,11722,75021.0,31878.0,1569.0,1691.0,277600.0,2369.0
164375.0,2853,-666666666.0,-666666666.0,1000001.0,4001.0,36,11724,250001.0,3175.0,2232.0,2665.0,1173900.0,4001.0
112623.0,28646,1552.0,1582.0,459000.0,3105.0,36,11725,133893.0,29396.0,1761.0,1809.0,485200.0,3296.0
70011.0,21102,1331.0,1528.0,298200.0,2544.0,36,11726,75085.0,19481.0,1420.0,1574.0,320200.0,2479.0
76453.0,29987,1553.0,1678.0,295000.0,2609.0,36,11727,82655.0,29736.0,1794.0,2010.0,311700.0,2516.0
83721.0,27409,1329.0,1515.0,353600.0,2769.0,36,11729,94387.0,27252.0,1431.0,1565.0,369100.0,2740.0
113014.0,14204,1419.0,1591.0,408600.0,2949.0,36,11730,122826.0,13663.0,1870.0,2046.0,418600.0,2923.0
108182.0,28969,1445.0,1584.0,454600.0,2955.0,36,11731,120619.0,30436.0,1724.0,1924.0,487100.0,3094.0
110000.0,3671,2001.0,2001.0,623500.0,3241.0,36,11732,119028.0,3751.0,2232.0,2273.0,628900.0,3207.0
136596.0,17065,1488.0,1720.0,489500.0,3231.0,36,11733,155455.0,16363.0,1838.0,2237.0,516100.0,3490.0
90300.0,32499,1530.0,1626.0,373500.0,2772.0,36,11735,109858.0,33893.0,1556.0,1641.0,422000.0,2925.0
95803.0,17643,1746.0,1928.0,343700.0,2773.0,36,11738,110232.0,17972.0,1688.0,1816.0,359100.0,2640.0
119773.0,1421,-666666666.0,-666666666.0,622600.0,3897.0,36,11739,153958.0,916.0,-666666666.0,-666666666.0,664100.0,4001.0
92708.0,9507,570.0,736.0,495200.0,3075.0,36,11740,124527.0,9693.0,509.0,623.0,566800.0,3430.0
97017.0,28651,1647.0,1791.0,360000.0,2581.0,36,11741,107220.0,26651.0,1833.0,1906.0,379000.0,2628.0
87979.0,13229,1627.0,1711.0,333300.0,2385.0,36,11742,107056.0,12438.0,1628.0,1724.0,354800.0,2608.0
117654.0,43533,1559.0,1767.0,569700.0,3515.0,36,11743,128187.0,41878.0,1691.0,1875.0,623800.0,3543.0
97667.0,68580,1429.0,1523.0,466100.0,3234.0,36,11746,116560.0,67863.0,1625.0,1787.0,487000.0,3163.0
115459.0,19793,2001.0,2001.0,607100.0,3407.0,36,11747,126607.0,18288.0,2185.0,2351.0,653200.0,3516.0
92583.0,3346,1753.0,1863.0,315100.0,2674.0,36,11749,93555.0,3341.0,1457.0,1836.0,321100.0,2533.0
95339.0,14679,1268.0,1472.0,369500.0,2784.0,36,11751,109958.0,14314.0,1493.0,1537.0,379500.0,2938.0
102198.0,9351,1587.0,1632.0,357400.0,2885.0,36,11752,106467.0,9656.0,1975.0,2199.0,361500.0,2771.0
146707.0,11657,1593.0,1747.0,693800.0,4001.0,36,11753,175724.0,12857.0,1862.0,1903.0,824300.0,4001.0
102267.0,19201,1166.0,1318.0,424100.0,2967.0,36,11754,101710.0,17946.0,1419.0,1533.0,451000.0,2892.0
93869.0,12329,1449.0,1754.0,376700.0,2872.0,36,11755,116788.0,12598.0,1785.0,1885.0,426700.0,2910.0
101370.0,42321,1606.0,1744.0,353100.0,2744.0,36,11756,125486.0,43446.0,2016.0,2042.0,400800.0,2963.0
80716.0,44923,1328.0,1416.0,346400.0,2733.0,36,11757,96369.0,44368.0,1523.0,1645.0,357600.0,2743.0
105467.0,55900,1340.0,1437.0,442400.0,3004.0,36,11758,120149.0,52783.0,1839.0,2021.0,474100.0,3275.0
117051.0,23053,1923.0,2001.0,442700.0,3027.0,36,11762,132426.0,22358.0,2096.0,2357.0,472200.0,3068.0
85734.0,29217,1420.0,1581.0,296400.0,2555.0,36,11763,88438.0,28579.0,1622.0,1907.0,326100.0,2581.0
114398.0,12969,1109.0,1268.0,435200.0,3116.0,36,11764,131332.0,12981.0,1470.0,1820.0,445500.0,3345.0
151406.0,745,1708.0,1917.0,1000001.0,4001.0,36,11765,250001.0,782.0,2500.0,2750.0,2000001.0,4001.0
112455.0,12718,1625.0,1654.0,448000.0,3254.0,36,11766,133050.0,11720.0,-666666666.0,-666666666.0,453500.0,3090.0
114268.0,15259,1291.0,1352.0,450000.0,2963.0,36,11767,116599.0,14952.0,1690.0,1879.0,451500.0,2977.0
116797.0,21687,1442.0,1602.0,605200.0,3358.0,36,11768,136549.0,21113.0,1652.0,1861.0,647500.0,3447.0
83571.0,8716,1288.0,1516.0,421300.0,2793.0,36,11769,103864.0,8340.0,1409.0,1476.0,414500.0,2880.0
82917.0,102,-666666666.0,-666666666.0,695300.0,2750.0,36,11770,-666666666.0,56.0,-666666666.0,-666666666.0,625000.0,-666666666.0
108438.0,9344,1273.0,1460.0,736300.0,3917.0,36,11771,121481.0,9150.0,1677.0,1791.0,794500.0,4001.0
68459.0,45262,1226.0,1386.0,299200.0,2455.0,36,11772,80219.0,45991.0,1393.0,1497.0,325800.0,2556.0
87419.0,25675,1259.0,1389.0,339000.0,2703.0,36,11776,101793.0,24950.0,1746.0,1886.0,371600.0,2956.0
112701.0,9448,1455.0,1592.0,518700.0,2889.0,36,11777,115184.0,9007.0,1769.0,1877.0,538800.0,3537.0
89679.0,12747,1341.0,1389.0,286300.0,2457.0,36,11778,97790.0,12081.0,1341.0,1499.0,297200.0,2566.0
86846.0,38733,1311.0,1419.0,336400.0,2499.0,36,11779,98450.0,37837.0,1589.0,1669.0,346000.0,2585.0
108871.0,15099,1292.0,1484.0,485700.0,3378.0,36,11780,125610.0,16099.0,1742.0,1932.0,524700.0,3417.0
109225.0,15045,1520.0,1662.0,423600.0,3019.0,36,11782,116893.0,14965.0,1795.0,1873.0,457200.0,3105.0
103891.0,21170,1627.0,1770.0,423300.0,3010.0,36,11783,134229.0,21280.0,1923.0,2225.0,467800.0,3302.0
88402.0,26312,1349.0,1479.0,298400.0,2459.0,36,11784,93050.0,25337.0,1679.0,1779.0,319900.0,2428.0
131103.0,6550,1857.0,2001.0,445500.0,2966.0,36,11786,133111.0,6359.0,1871.0,2303.0,419900.0,3157.0
110000.0,36357,1205.0,1281.0,460000.0,3086.0,36,11787,128250.0,34376.0,1694.0,1767.0,498900.0,3224.0
102500.0,16167,1726.0,1805.0,462600.0,2862.0,36,11788,116468.0,16583.0,2106.0,2199.0,484800.0,3213.0
79009.0,7659,1171.0,1467.0,290000.0,2650.0,36,11789,102052.0,8301.0,1107.0,1429.0,304700.0,2566.0
140988.0,18627,1724.0,1863.0,460800.0,3292.0,36,11790,130607.0,17304.0,2106.0,2201.0,464400.0,3454.0
145146.0,25213,1439.0,1888.0,648200.0,3966.0,36,11791,174675.0,26135.0,2539.0,2750.0,707800.0,4001.0
120645.0,8941,874.0,1110.0,428500.0,2913.0,36,11792,145341.0,7853.0,1948.0,2732.0,448900.0,3476.0
113616.0,32710,1500.0,1500.0,435100.0,3146.0,36,11793,139543.0,30643.0,1490.0,1492.0,473700.0,3369.0
-666666666.0,3317,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,11794,-666666666.0,3024.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
106172.0,25536,1247.0,1333.0,420300.0,3094.0,36,11795,125691.0,24775.0,1630.0,1952.0,433400.0,3125.0
96840.0,4012,1327.0,1457.0,389200.0,3026.0,36,11796,114408.0,4160.0,1608.0,1642.0,394200.0,2761.0
158023.0,8645,2001.0,2001.0,845300.0,4001.0,36,11797,182569.0,8962.0,2613.0,2846.0,846100.0,4001.0
73780.0,15362,1550.0,1926.0,307500.0,2669.0,36,11798,81378.0,14864.0,1398.0,1514.0,303400.0,2549.0
92595.0,39805,1455.0,1623.0,392200.0,2650.0,36,11801,110302.0,40288.0,1851.0,2050.0,449700.0,2826.0
125119.0,28445,1710.0,1828.0,491400.0,3241.0,36,11803,147469.0,28520.0,1553.0,1587.0,591600.0,3517.0
120433.0,5000,402.0,402.0,525700.0,3746.0,36,11804,112946.0,4671.0,505.0,-666666666.0,596200.0,3658.0
53686.0,30631,1207.0,1334.0,314700.0,2326.0,36,11901,66438.0,28387.0,1261.0,1468.0,322500.0,2340.0
80250.0,1565,1729.0,2001.0,1000001.0,2455.0,36,11930,102639.0,882.0,1736.0,1764.0,1534700.0,2927.0
-666666666.0,36,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,11931,-666666666.0,39.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
70125.0,1008,1185.0,1191.0,942100.0,2439.0,36,11932,103056.0,1120.0,1261.0,1261.0,1062500.0,2117.0
57614.0,6358,1527.0,1557.0,339500.0,2384.0,36,11933,77061.0,7342.0,1929.0,2116.0,351700.0,2539.0
88265.0,7929,1272.0,1381.0,387300.0,2802.0,36,11934,106892.0,7584.0,1221.0,1459.0,382400.0,2840.0
87167.0,3263,1719.0,1719.0,506800.0,2710.0,36,11935,102688.0,3160.0,1285.0,1569.0,580300.0,2831.0
80412.0,15446,1666.0,1771.0,821000.0,3133.0,36,11937,97961.0,16137.0,1841.0,2080.0,828100.0,3055.0
73333.0,932,1684.0,1733.0,485800.0,2398.0,36,11939,79408.0,999.0,1500.0,1500.0,640900.0,2725.0
94509.0,4982,1625.0,1743.0,380600.0,2890.0,36,11940,104583.0,5532.0,1731.0,1777.0,438600.0,2915.0
83500.0,1929,1188.0,1342.0,484100.0,3155.0,36,11941,123125.0,1797.0,1166.0,1361.0,481700.0,3084.0
89969.0,4092,1727.0,1882.0,472600.0,2404.0,36,11942,92250.0,5174.0,2129.0,2129.0,584300.0,2952.0
56250.0,4338,1143.0,1300.0,447600.0,2396.0,36,11944,58939.0,4287.0,1411.0,1482.0,487000.0,2135.0
72412.0,13312,1362.0,1519.0,434900.0,2482.0,36,11946,83301.0,15453.0,1663.0,1800.0,490900.0,2886.0
26913.0,138,-666666666.0,-666666666.0,361500.0,-666666666.0,36,11947,-666666666.0,486.0,-666666666.0,-666666666.0,646200.0,-666666666.0
113478.0,1315,-666666666.0,-666666666.0,559600.0,3122.0,36,11948,-666666666.0,710.0,-666666666.0,-666666666.0,513800.0,2647.0
108814.0,14340,1424.0,1500.0,407200.0,3256.0,36,11949,96505.0,13760.0,1593.0,1699.0,414700.0,3248.0
67441.0,16969,1384.0,1606.0,241400.0,2345.0,36,11950,95278.0,16444.0,1494.0,1902.0,244300.0,2254.0
62961.0,13401,1446.0,1681.0,197100.0,2125.0,36,11951,74100.0,13015.0,1634.0,1799.0,223000.0,1976.0
83700.0,4518,1110.0,1410.0,458200.0,2560.0,36,11952,92042.0,5010.0,1185.0,1325.0,613600.0,2428.0
69198.0,12688,1352.0,1584.0,273300.0,2327.0,36,11953,85103.0,13645.0,1692.0,1787.0,286800.0,2225.0
73000.0,3471,1127.0,1297.0,798700.0,2839.0,36,11954,96389.0,3685.0,2253.0,2362.0,885000.0,2741.0
65972.0,2780,1428.0,1463.0,338400.0,2750.0,36,11955,65724.0,3748.0,1702.0,1772.0,399200.0,2662.0
69250.0,298,1466.0,1688.0,661100.0,2281.0,36,11956,69886.0,250.0,-666666666.0,1583.0,789100.0,2464.0
77578.0,713,1344.0,1575.0,686900.0,2235.0,36,11957,70000.0,835.0,1458.0,1768.0,813700.0,2884.0
69375.0,366,-666666666.0,-666666666.0,593800.0,1675.0,36,11958,92179.0,768.0,-666666666.0,-666666666.0,669300.0,2288.0
87167.0,877,1975.0,1975.0,907700.0,3260.0,36,11959,69167.0,545.0,1260.0,1510.0,1222800.0,2786.0
103137.0,744,1404.0,1808.0,680400.0,3078.0,36,11960,138833.0,706.0,-666666666.0,-666666666.0,900700.0,2717.0
56172.0,12041,1170.0,1235.0,252500.0,2246.0,36,11961,70244.0,12902.0,1400.0,1560.0,294400.0,2550.0
124375.0,452,-666666666.0,-666666666.0,1000001.0,3260.0,36,11962,113182.0,324.0,-666666666.0,-666666666.0,2000001.0,3800.0
90109.0,6811,1792.0,1917.0,820400.0,2985.0,36,11963,87688.0,7161.0,1796.0,2096.0,895900.0,3669.0
93333.0,2048,1079.0,1329.0,712100.0,2871.0,36,11964,82768.0,2413.0,-666666666.0,-666666666.0,810300.0,2637.0
102083.0,621,-666666666.0,-666666666.0,733600.0,2307.0,36,11965,123635.0,380.0,-666666666.0,-666666666.0,834800.0,2705.0
80847.0,27115,1629.0,1924.0,252900.0,2394.0,36,11967,86953.0,27854.0,1661.0,1894.0,267600.0,2337.0
82146.0,10718,1485.0,1745.0,812200.0,2912.0,36,11968,106271.0,10517.0,1804.0,1892.0,906100.0,2941.0
110761.0,466,-666666666.0,-666666666.0,364600.0,2685.0,36,11970,-666666666.0,212.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
97720.0,6376,1116.0,1179.0,511400.0,2373.0,36,11971,76250.0,6026.0,1517.0,1822.0,589800.0,2587.0
81484.0,1295,908.0,1125.0,494300.0,2907.0,36,11972,89531.0,1096.0,1391.0,1595.0,532900.0,2475.0
-666666666.0,40,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,11973,-666666666.0,40.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
79861.0,359,-666666666.0,-666666666.0,1000001.0,3350.0,36,11975,142969.0,272.0,-666666666.0,-666666666.0,2000001.0,4001.0
122625.0,2301,1188.0,1875.0,1000001.0,4001.0,36,11976,144167.0,1679.0,1671.0,2629.0,1618300.0,3833.0
93021.0,2570,1217.0,1547.0,688300.0,3198.0,36,11977,117216.0,2176.0,1852.0,1917.0,782400.0,3636.0
86458.0,2963,1494.0,1737.0,642900.0,2443.0,36,11978,103990.0,3086.0,1697.0,2000.0,674300.0,2548.0
93029.0,4856,1367.0,1690.0,287800.0,2429.0,36,11980,98702.0,5865.0,2122.0,2231.0,322000.0,2439.0
-666666666.0,33,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,12007,-666666666.0,9.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
73750.0,480,1275.0,1550.0,225000.0,2135.0,36,12008,97083.0,668.0,-666666666.0,-666666666.0,221500.0,1993.0
85208.0,7264,871.0,1029.0,255500.0,1876.0,36,12009,90524.0,7900.0,943.0,1101.0,258000.0,2036.0
44699.0,28926,546.0,712.0,111400.0,1312.0,36,12010,49036.0,28152.0,651.0,823.0,122400.0,1312.0
64256.0,2789,707.0,884.0,191400.0,1785.0,36,12015,63068.0,3026.0,779.0,887.0,187700.0,1664.0
71875.0,332,-666666666.0,-666666666.0,272200.0,1848.0,36,12017,68393.0,403.0,657.0,1000.0,196500.0,1456.0
80821.0,7919,653.0,906.0,202900.0,1705.0,36,12018,96667.0,7226.0,1057.0,1116.0,226700.0,1713.0
88708.0,14893,840.0,959.0,272100.0,1827.0,36,12019,106866.0,14456.0,984.0,1111.0,289000.0,1991.0
71264.0,31729,854.0,998.0,208200.0,1646.0,36,12020,82933.0,33563.0,1088.0,1203.0,234800.0,1681.0
64583.0,944,1654.0,1654.0,145100.0,1158.0,36,12022,50000.0,612.0,575.0,692.0,128000.0,1132.0
65200.0,2120,488.0,497.0,180600.0,1542.0,36,12023,74583.0,2187.0,656.0,833.0,193100.0,1491.0
-666666666.0,94,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,12024,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
60083.0,5471,582.0,773.0,154100.0,1369.0,36,12025,63378.0,5388.0,637.0,813.0,158500.0,1485.0
92188.0,3731,804.0,1044.0,258100.0,1679.0,36,12027,101667.0,3887.0,1120.0,1342.0,269500.0,1779.0
81250.0,1024,600.0,750.0,187800.0,1500.0,36,12028,74091.0,849.0,1125.0,1125.0,155900.0,1323.0
77083.0,1105,1051.0,1256.0,264000.0,1945.0,36,12029,96932.0,1156.0,1080.0,1344.0,273400.0,1701.0
57500.0,114,-666666666.0,-666666666.0,76400.0,978.0,36,12031,33889.0,195.0,471.0,550.0,113600.0,1205.0
45156.0,836,594.0,817.0,130800.0,1225.0,36,12032,48971.0,858.0,-666666666.0,-666666666.0,118600.0,1482.0
77109.0,7886,755.0,898.0,210300.0,1845.0,36,12033,77232.0,7906.0,939.0,1076.0,221100.0,1846.0
32127.0,798,531.0,634.0,96100.0,1165.0,36,12035,58250.0,722.0,547.0,844.0,89300.0,1443.0
40833.0,202,-666666666.0,-666666666.0,135600.0,1316.0,36,12036,57045.0,295.0,-666666666.0,-666666666.0,125900.0,1219.0
61976.0,4416,733.0,855.0,240000.0,1820.0,36,12037,58266.0,4257.0,910.0,1038.0,222200.0,1791.0
51875.0,132,-666666666.0,-666666666.0,96700.0,1321.0,36,12040,-666666666.0,137.0,-666666666.0,-666666666.0,-666666666.0,1219.0
68036.0,500,-666666666.0,-666666666.0,168900.0,1545.0,36,12041,94432.0,571.0,-666666666.0,-666666666.0,166800.0,1218.0
33281.0,158,-666666666.0,-666666666.0,246400.0,1661.0,36,12042,78333.0,225.0,-666666666.0,-666666666.0,158300.0,1337.0
51284.0,8396,617.0,737.0,160200.0,1457.0,36,12043,55198.0,8129.0,697.0,795.0,145900.0,1454.0
36413.0,325,525.0,583.0,162700.0,1592.0,36,12045,51750.0,506.0,806.0,1036.0,147200.0,1701.0
71346.0,772,-666666666.0,-666666666.0,206400.0,1625.0,36,12046,87240.0,1102.0,830.0,1025.0,213600.0,2185.0
49557.0,20086,667.0,822.0,162500.0,1563.0,36,12047,58199.0,21355.0,809.0,955.0,181200.0,1621.0
55000.0,7030,589.0,726.0,177800.0,1733.0,36,12051,58704.0,6383.0,636.0,753.0,170100.0,1705.0
67188.0,1477,505.0,661.0,167100.0,1398.0,36,12052,77679.0,1611.0,850.0,1032.0,188600.0,1409.0
84539.0,4605,1111.0,1310.0,210000.0,1847.0,36,12053,93571.0,4527.0,1136.0,1341.0,225400.0,1908.0
97148.0,17139,970.0,1124.0,268400.0,2100.0,36,12054,103384.0,16940.0,990.0,1132.0,275800.0,1973.0
98323.0,2319,530.0,776.0,247200.0,1840.0,36,12056,85284.0,2847.0,824.0,1016.0,213100.0,2006.0
54145.0,2130,623.0,733.0,172300.0,1242.0,36,12057,63158.0,1942.0,-666666666.0,-666666666.0,177700.0,1172.0
59676.0,1586,766.0,1077.0,186300.0,1542.0,36,12058,70030.0,1394.0,544.0,744.0,173000.0,1491.0
74297.0,1698,525.0,800.0,214700.0,1442.0,36,12059,80278.0,1682.0,764.0,900.0,239300.0,1657.0
70893.0,1324,549.0,648.0,286100.0,2100.0,36,12060,83155.0,1414.0,708.0,917.0,256400.0,1789.0
81336.0,9747,993.0,1142.0,250300.0,1846.0,36,12061,98226.0,9656.0,1178.0,1292.0,253200.0,1950.0
68409.0,1677,744.0,984.0,164800.0,1554.0,36,12062,73929.0,1546.0,757.0,1011.0,179900.0,1647.0
116034.0,479,-666666666.0,-666666666.0,247100.0,2326.0,36,12063,-666666666.0,524.0,-666666666.0,-666666666.0,164400.0,1155.0
40714.0,392,495.0,670.0,105000.0,1090.0,36,12064,57500.0,341.0,540.0,740.0,85400.0,-666666666.0
81101.0,42249,941.0,1070.0,258900.0,1881.0,36,12065,93840.0,42701.0,1051.0,1199.0,275100.0,1879.0
63029.0,2120,580.0,763.0,155100.0,1450.0,36,12066,68424.0,1623.0,797.0,994.0,150700.0,1417.0
69327.0,1551,784.0,953.0,173500.0,1650.0,36,12067,80938.0,1519.0,800.0,900.0,252300.0,1920.0
50417.0,3006,513.0,711.0,132000.0,1207.0,36,12068,65286.0,3238.0,603.0,668.0,128600.0,1179.0
81667.0,147,-666666666.0,-666666666.0,95000.0,874.0,36,12069,40515.0,203.0,-666666666.0,-666666666.0,126100.0,-666666666.0
64200.0,1607,537.0,698.0,117700.0,1342.0,36,12070,53203.0,1669.0,-666666666.0,431.0,137200.0,1491.0
51875.0,255,500.0,725.0,159200.0,1215.0,36,12071,53875.0,346.0,-666666666.0,-666666666.0,106700.0,1222.0
48239.0,2697,547.0,832.0,96600.0,1163.0,36,12072,58750.0,3097.0,687.0,921.0,131300.0,1291.0
78333.0,2849,645.0,645.0,223300.0,1509.0,36,12074,81008.0,3046.0,785.0,1047.0,224400.0,1593.0
68098.0,3120,614.0,895.0,231600.0,1619.0,36,12075,72419.0,2959.0,804.0,1089.0,231300.0,1667.0
58438.0,1582,441.0,679.0,135200.0,1111.0,36,12076,56765.0,1308.0,638.0,782.0,151500.0,1191.0
87750.0,6481,885.0,1029.0,292400.0,2133.0,36,12077,109052.0,6745.0,1185.0,1307.0,285800.0,2121.0
39554.0,24072,527.0,682.0,88700.0,1138.0,36,12078,44155.0,23419.0,574.0,761.0,91600.0,1031.0
56250.0,3639,670.0,758.0,170600.0,1589.0,36,12083,78972.0,3939.0,754.0,847.0,177200.0,1801.0
69427.0,4281,1021.0,1137.0,260100.0,1840.0,36,12084,79239.0,5005.0,1169.0,1279.0,293800.0,2063.0
54491.0,507,758.0,833.0,210200.0,1625.0,36,12085,30625.0,424.0,884.0,1029.0,-666666666.0,-666666666.0
62037.0,1503,614.0,768.0,160200.0,1444.0,36,12086,62500.0,1453.0,691.0,904.0,148000.0,1197.0
58571.0,886,-666666666.0,-666666666.0,154300.0,1421.0,36,12087,60057.0,1109.0,-666666666.0,-666666666.0,143500.0,1156.0
64500.0,140,-666666666.0,-666666666.0,153600.0,-666666666.0,36,12089,-666666666.0,64.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
55194.0,6175,635.0,770.0,144100.0,1431.0,36,12090,54070.0,6350.0,769.0,878.0,141700.0,1526.0
41563.0,884,544.0,594.0,75600.0,1176.0,36,12092,35878.0,752.0,777.0,918.0,110400.0,1181.0
51850.0,1812,527.0,703.0,145400.0,1328.0,36,12093,52188.0,1545.0,528.0,654.0,153000.0,1384.0
74167.0,2550,611.0,711.0,186700.0,1616.0,36,12094,82730.0,2398.0,919.0,1074.0,171500.0,1580.0
44378.0,12166,582.0,701.0,108800.0,1180.0,36,12095,54898.0,12046.0,679.0,831.0,105700.0,1210.0
71146.0,2380,835.0,1004.0,261800.0,1993.0,36,12106,83750.0,2333.0,953.0,996.0,239500.0,1764.0
60625.0,445,511.0,821.0,187500.0,896.0,36,12108,73750.0,393.0,-666666666.0,-666666666.0,162500.0,933.0
75487.0,21837,938.0,1072.0,229800.0,1729.0,36,12110,81953.0,21665.0,1117.0,1243.0,252700.0,1714.0
81591.0,304,-666666666.0,-666666666.0,389700.0,2318.0,36,12115,-666666666.0,61.0,-666666666.0,-666666666.0,450000.0,2250.0
45676.0,1949,474.0,867.0,122100.0,1231.0,36,12116,49241.0,1712.0,553.0,923.0,120200.0,1176.0
55145.0,3426,511.0,772.0,135500.0,1171.0,36,12117,56417.0,3133.0,617.0,909.0,143000.0,1167.0
65421.0,14569,729.0,867.0,204500.0,1685.0,36,12118,76431.0,15508.0,753.0,883.0,263000.0,1828.0
48250.0,700,599.0,1164.0,166300.0,1753.0,36,12120,64188.0,683.0,800.0,950.0,215800.0,1875.0
67786.0,1739,1098.0,-666666666.0,200000.0,1675.0,36,12121,103707.0,1972.0,-666666666.0,-666666666.0,191900.0,1344.0
45096.0,4372,582.0,726.0,128900.0,1245.0,36,12122,50679.0,4170.0,625.0,726.0,134200.0,1287.0
56637.0,5293,650.0,844.0,173900.0,1522.0,36,12123,92946.0,5398.0,710.0,771.0,203400.0,1727.0
117589.0,718,-666666666.0,-666666666.0,190900.0,1847.0,36,12124,65806.0,711.0,-666666666.0,-666666666.0,212300.0,2328.0
51417.0,1434,690.0,932.0,179200.0,1507.0,36,12125,66328.0,1483.0,798.0,951.0,193900.0,1475.0
88406.0,1025,-666666666.0,-666666666.0,217100.0,1800.0,36,12130,-666666666.0,720.0,838.0,1096.0,220400.0,1503.0
39688.0,114,-666666666.0,-666666666.0,103100.0,1583.0,36,12131,43750.0,91.0,-666666666.0,-666666666.0,151800.0,1188.0
60573.0,235,-666666666.0,-666666666.0,143900.0,1880.0,36,12132,-666666666.0,297.0,-666666666.0,-666666666.0,284700.0,2064.0
50085.0,3736,555.0,698.0,164200.0,1245.0,36,12134,57955.0,4059.0,595.0,741.0,160300.0,1265.0
97500.0,682,-666666666.0,-666666666.0,350700.0,2580.0,36,12136,102050.0,732.0,-666666666.0,-666666666.0,326800.0,1767.0
60952.0,1901,702.0,1005.0,188200.0,1475.0,36,12137,74196.0,1764.0,660.0,848.0,206800.0,1731.0
60636.0,3247,519.0,939.0,163600.0,1434.0,36,12138,62500.0,3218.0,716.0,803.0,150100.0,1351.0
48125.0,226,-666666666.0,-666666666.0,137500.0,1400.0,36,12139,73438.0,146.0,-666666666.0,-666666666.0,195800.0,1359.0
80256.0,1461,-666666666.0,-666666666.0,225200.0,1827.0,36,12140,96364.0,1690.0,611.0,696.0,191300.0,1731.0
51226.0,5104,704.0,858.0,162300.0,1446.0,36,12143,63685.0,4728.0,730.0,899.0,176700.0,1635.0
63005.0,20244,754.0,910.0,168600.0,1570.0,36,12144,72006.0,20205.0,881.0,1038.0,181500.0,1624.0
60357.0,603,620.0,640.0,207900.0,1625.0,36,12147,76250.0,487.0,1275.0,1275.0,253100.0,1768.0
95833.0,4428,2001.0,2001.0,292500.0,2147.0,36,12148,111476.0,4333.0,2216.0,2623.0,351200.0,2340.0
50375.0,2415,657.0,713.0,155200.0,1425.0,36,12149,57500.0,2423.0,586.0,727.0,125500.0,1380.0
75304.0,842,633.0,851.0,170400.0,1507.0,36,12150,69766.0,916.0,-666666666.0,-666666666.0,158500.0,1575.0
77679.0,684,945.0,1078.0,199400.0,1563.0,36,12151,96000.0,911.0,1225.0,1294.0,224700.0,1721.0
74861.0,786,-666666666.0,-666666666.0,238900.0,1893.0,36,12153,85833.0,993.0,-666666666.0,-666666666.0,308800.0,1938.0
75750.0,2961,535.0,693.0,210600.0,1753.0,36,12154,75578.0,2901.0,633.0,877.0,207700.0,1682.0
45833.0,1934,567.0,721.0,120800.0,1192.0,36,12155,58295.0,2119.0,520.0,818.0,114600.0,1170.0
63421.0,955,-666666666.0,-666666666.0,228100.0,1707.0,36,12156,135185.0,1053.0,726.0,726.0,275000.0,1821.0
53786.0,4272,542.0,741.0,159700.0,1462.0,36,12157,70988.0,4417.0,719.0,826.0,160900.0,1489.0
76817.0,6775,837.0,979.0,203500.0,1718.0,36,12158,85043.0,6945.0,872.0,1064.0,223200.0,1853.0
88844.0,7878,940.0,1048.0,338600.0,2689.0,36,12159,89009.0,7870.0,1088.0,1162.0,343500.0,2183.0
59615.0,1058,444.0,780.0,150300.0,1422.0,36,12160,65469.0,962.0,724.0,962.0,122500.0,1250.0
31477.0,87,-666666666.0,-666666666.0,-666666666.0,-666666666.0,36,12161,-666666666.0,191.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
