Household Income_2014,Population_2014,Median Contract Rent_2014,Median Gross Rent_2014,Median Home Value_2014,Median Monthly Owner Costs_2014,state,Zipcode,Household Income_2019,Population_2019,Median Contract Rent_2019,Median Gross Rent_2019,Median Home Value_2019,Median Monthly Owner Costs_2019,MA,MANAME,2009 H%,2010 H%,2011 H%,2012 H%,2013 H%,2014 H%,2015 H%,2016 H%,2017 H%,2018 H%,2019 H%,2020 H%,Average H%_2014,Average H%_2019,Weighted Cost_2014,Weighted Cost_2019,Affordability_2014,Affordability_2019
66438.0,1520.0,875.0,990.0,212700.0,1369.0,42,18955,72188.0,1624.0,759.0,872.0,236100.0,1616.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1243.3994,1390.8656,0.22458220897679038,0.23120722557765833
69186.0,12590.0,941.0,1146.0,262900.0,1822.0,42,18960,77472.0,11898.0,963.0,1133.0,296300.0,1769.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1597.9736,1576.5464,0.27716132165467,0.2441986369268897
82019.0,563.0,834.0,1072.0,284100.0,1634.0,42,18962,76406.0,331.0,1038.0,1125.0,303600.0,2048.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1447.7532,1768.7002000000002,0.21181724234628563,0.2777844985995865
71344.0,13819.0,767.0,851.0,270700.0,1875.0,42,18964,80022.0,14092.0,901.0,1074.0,279500.0,1893.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1535.6464,1645.1706,0.2582944157882934,0.24670774537002324
85817.0,37545.0,1192.0,1325.0,340900.0,2143.0,42,18966,99067.0,37739.0,1397.0,1542.0,359500.0,2238.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1871.9148,2027.3904000000002,0.2617544029737698,0.24557809159457744
72019.0,15140.0,833.0,940.0,257200.0,1872.0,42,18969,79859.0,15435.0,928.0,1102.0,281000.0,1852.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1563.1352000000002,1625.05,0.260453802468793,0.24418788114051015
72083.0,804.0,887.0,1028.0,232300.0,1833.0,42,18970,74432.0,693.0,777.0,931.0,230600.0,1855.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1566.2230000000002,1575.3976,0.26073659531373555,0.25398714531384353
64427.0,3583.0,794.0,1003.0,360900.0,1897.0,42,18972,80778.0,3386.0,1208.0,1576.0,395600.0,1987.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1600.7284,1862.6313999999998,0.2981473729957937,0.27670376587684764
66889.0,41533.0,1121.0,1231.0,294800.0,1926.0,42,18974,82046.0,40543.0,1266.0,1408.0,316800.0,2013.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1695.6770000000001,1829.927,0.3042073285592549,0.2676440533359335
91721.0,19758.0,1141.0,1259.0,366600.0,2258.0,42,18976,102871.0,20681.0,1186.0,1341.0,402700.0,2332.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1926.9314000000002,2032.1234000000002,0.25210340925197067,0.23704912754809424
113313.0,562.0,978.0,1194.0,496600.0,2730.0,42,18980,85882.0,445.0,953.0,1132.0,500000.0,4001.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2220.9696,3132.8406000000004,0.23520368536708053,0.43774117044316624
69353.0,17365.0,956.0,1133.0,251900.0,1892.0,42,19001,91456.0,17139.0,1026.0,1145.0,264800.0,1926.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1640.4674,1689.6694,0.283846535838392,0.22170259797060882
97300.0,33187.0,1060.0,1175.0,382400.0,2418.0,42,19002,110041.0,32241.0,1144.0,1336.0,428400.0,2636.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2006.0698,2242.62,0.24740840287769783,0.24455830099690115
76826.0,12826.0,1070.0,1187.0,292600.0,2008.0,42,19003,99923.0,13427.0,1294.0,1422.0,347900.0,2227.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1735.9206,1983.407,0.2711457995990941,0.23819224803098382
105707.0,9550.0,1247.0,1337.0,467200.0,2699.0,42,19004,116475.0,9524.0,1437.0,1590.0,512500.0,3025.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2247.6331999999998,2590.7690000000002,0.25515432658196713,0.266917604636188
94961.0,21465.0,1016.0,1152.0,380600.0,2687.0,42,19006,100714.0,21899.0,1002.0,1190.0,402200.0,2593.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2178.301,2168.4522,0.27526681479765375,0.2583695057290943
43982.0,20500.0,785.0,863.0,197500.0,1543.0,42,19007,56662.0,20944.0,840.0,950.0,189200.0,1741.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1317.648,1501.6434,0.3595056159337911,0.3180212629275352
74103.0,20517.0,979.0,1122.0,336300.0,2244.0,42,19008,104886.0,20934.0,1155.0,1303.0,361100.0,2251.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1872.1691999999998,1964.1352,0.3031730213351686,0.22471657227847375
82614.0,1026.0,879.0,932.0,441500.0,2324.0,42,19009,93068.0,840.0,1167.0,1323.0,468300.0,2280.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1862.6912,1990.4117999999999,0.27056303289999273,0.25663967851463443
102012.0,20642.0,1298.0,1415.0,586900.0,3613.0,42,19010,119698.0,21572.0,1466.0,1549.0,658000.0,3273.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2884.5828,2751.3176,0.3393227620279967,0.275825921903457
85833.0,6894.0,748.0,897.0,233700.0,2046.0,42,19012,100859.0,6328.0,993.0,1159.0,236800.0,2170.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1665.2214,1864.0714,0.23280855614973262,0.22178344818013268
28549.0,35589.0,676.0,810.0,67100.0,953.0,42,19013,32345.0,35134.0,722.0,855.0,72900.0,996.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,905.6098,953.3334,0.3806549301201443,0.3536868387695161
78272.0,21422.0,841.0,943.0,240500.0,1838.0,42,19014,86973.0,20900.0,973.0,1081.0,236600.0,1816.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1541.397,1593.589,0.23631393090760422,0.2198736159497775
56376.0,16336.0,836.0,977.0,165600.0,1436.0,42,19015,63815.0,16809.0,880.0,1048.0,163200.0,1391.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1283.8874,1287.2082,0.27328382290336317,0.24205121679855834
55758.0,23666.0,865.0,969.0,163000.0,1624.0,42,19018,60724.0,23445.0,937.0,1041.0,155800.0,1584.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1406.933,1419.6882,0.3027941461314968,0.2805523088070615
61401.0,55527.0,978.0,1091.0,263600.0,1897.0,42,19020,64046.0,54985.0,1045.0,1201.0,268400.0,1947.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1629.8916,1721.2604000000001,0.31854040162212344,0.3225045248727477
56241.0,10121.0,871.0,973.0,206200.0,1568.0,42,19021,56700.0,10063.0,940.0,1061.0,196400.0,1660.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1370.817,1478.7426,0.29248775804128657,0.3129613968253968
40216.0,3977.0,674.0,870.0,114000.0,1284.0,42,19022,43953.0,3696.0,779.0,983.0,99300.0,1212.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1146.8004,1142.7046,0.3421922816789338,0.31197996041225856
39541.0,22615.0,757.0,960.0,105800.0,1208.0,42,19023,53279.0,22088.0,830.0,1023.0,88300.0,1247.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1125.8128000000002,1179.2176,0.34166443944260394,0.2655945344319525
117054.0,5379.0,1347.0,1455.0,395100.0,2766.0,42,19025,133514.0,5861.0,2090.0,2237.0,449400.0,3015.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2331.5346,2779.5772,0.23902143626018763,0.24982343724253636
67029.0,31198.0,828.0,945.0,193700.0,1885.0,42,19026,72618.0,30573.0,993.0,1097.0,185400.0,1906.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1573.4840000000002,1661.1966000000002,0.2816961016873294,0.27450989010989013
69259.0,19507.0,905.0,979.0,279600.0,2351.0,42,19027,81098.0,20068.0,1071.0,1122.0,277600.0,2249.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1896.3192,1907.9697999999999,0.32856134798365555,0.2823206194973982
49107.0,4006.0,766.0,884.0,153800.0,1413.0,42,19029,53871.0,4013.0,931.0,1077.0,134800.0,1424.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1237.6894,1318.9977999999999,0.30244716231901764,0.29381250765718103
63255.0,12347.0,868.0,952.0,244700.0,1722.0,42,19030,71997.0,11792.0,991.0,1104.0,252000.0,1919.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1466.822,1672.381,0.27826834242352383,0.2787417809075378
76765.0,4791.0,1213.0,1256.0,338400.0,2053.0,42,19031,119688.0,4618.0,1169.0,1325.0,365300.0,2329.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1788.8741999999997,2025.1896000000002,0.27963903341366503,0.20304688189292164
52210.0,6615.0,1007.0,1231.0,118800.0,1278.0,42,19032,62229.0,6627.0,1093.0,1228.0,114100.0,1294.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1262.4242000000002,1274.0284,0.29015687416203795,0.2456787157113243
67625.0,8300.0,926.0,1075.0,201400.0,1928.0,42,19033,82006.0,8826.0,1174.0,1302.0,212400.0,1867.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1645.3158,1696.031,0.2919599201478743,0.24818149891471358
126339.0,5908.0,1125.0,1343.0,457800.0,2731.0,42,19034,126198.0,5852.0,1108.0,1176.0,499900.0,3121.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2271.0168,2532.443,0.21570695984612825,0.24080663718917894
177208.0,3799.0,1380.0,1454.0,848200.0,4001.0,42,19035,205764.0,3453.0,1709.0,1743.0,927100.0,4001.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,3156.9242,3317.7292,0.21377754051735814,0.19348744386773198
55831.0,12852.0,867.0,1030.0,148000.0,1454.0,42,19036,57832.0,12894.0,890.0,1033.0,135600.0,1502.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1313.4864,1360.0806,0.2823133527968333,0.2822134320099599
83658.0,30974.0,910.0,1044.0,275200.0,2057.0,42,19038,97415.0,31415.0,1109.0,1188.0,292900.0,2104.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1721.2918,1826.8184,0.24690408090081045,0.22503537237591748
70479.0,20142.0,977.0,1101.0,272200.0,2010.0,42,19040,85931.0,20901.0,1147.0,1254.0,290900.0,2021.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1708.7574,1788.9058,0.29093898608096025,0.24981519591299997
121806.0,6062.0,1341.0,1409.0,591300.0,3704.0,42,19041,135729.0,6494.0,1636.0,1758.0,701600.0,3974.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2943.437,3303.4384,0.28997950839860104,0.29206183497999694
54728.0,2435.0,789.0,939.0,197900.0,1648.0,42,19043,74732.0,2470.0,939.0,1151.0,171400.0,1711.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1413.0374,1541.5439999999999,0.3098313258295571,0.24753155274848793
68673.0,16178.0,976.0,1157.0,261600.0,1846.0,42,19044,80587.0,16206.0,1138.0,1312.0,280500.0,1860.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1617.6654,1694.1752000000001,0.28267273600978554,0.252275210641915
82667.0,17187.0,978.0,1086.0,307200.0,2336.0,42,19046,103212.0,17660.0,1144.0,1278.0,359200.0,2490.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1921.75,2123.2488000000003,0.27896258482828695,0.2468606906173701
81850.0,35845.0,1080.0,1190.0,337700.0,2265.0,42,19047,93547.0,34479.0,1254.0,1336.0,353400.0,2318.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1908.745,2020.8467999999998,0.2798404398289554,0.25922970913016985
53172.0,27941.0,773.0,869.0,150000.0,1580.0,42,19050,54800.0,27976.0,828.0,951.0,149100.0,1590.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1344.3745999999999,1396.6386000000002,0.3034020762807492,0.30583327007299277
77413.0,26234.0,976.0,1089.0,290200.0,1953.0,42,19053,82087.0,26293.0,1056.0,1169.0,291800.0,1993.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1666.6704000000002,1743.6576,0.2583551186493225,0.2548989632950406
66271.0,16960.0,984.0,1127.0,234200.0,1747.0,42,19054,84608.0,16180.0,1020.0,1126.0,236300.0,1815.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1541.5320000000002,1606.5086000000001,0.27913241085844487,0.22785201399394858
69040.0,13421.0,803.0,928.0,206100.0,1763.0,42,19055,74489.0,14032.0,1058.0,1156.0,209600.0,1753.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1486.281,1572.3478,0.25833389339513324,0.2533014753856274
68699.0,15586.0,962.0,1087.0,262700.0,1882.0,42,19056,76031.0,15249.0,1072.0,1190.0,256000.0,2014.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1618.537,1764.6576,0.28271800171763783,0.27851654193684156
59899.0,17755.0,987.0,1159.0,216200.0,1653.0,42,19057,74038.0,17449.0,996.0,1151.0,219300.0,1799.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1489.2884,1602.9152,0.29835991919731547,0.2597987844080067
124705.0,11185.0,643.0,1170.0,406800.0,2703.0,42,19060,142661.0,11319.0,1673.0,1984.0,432500.0,2737.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2194.9638,2509.1422000000002,0.21121499218154843,0.21105772705925235
52412.0,19706.0,808.0,954.0,177700.0,1654.0,42,19061,63596.0,20248.0,921.0,1056.0,188500.0,1616.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1422.02,1446.544,0.32557887506677863,0.27294999685514815
89514.0,35875.0,977.0,1098.0,351300.0,2277.0,42,19063,101599.0,35764.0,1225.0,1334.0,384700.0,2378.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1886.2794,2062.0856000000003,0.25286941484013675,0.24355581452573355
95562.0,24787.0,1053.0,1140.0,289500.0,2175.0,42,19064,115244.0,24664.0,1161.0,1221.0,315300.0,2225.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1832.001,1921.1896000000002,0.23004972687888492,0.2000475096317379
187788.0,6140.0,1685.0,1867.0,610600.0,2977.0,42,19066,218571.0,5662.0,2450.0,2781.0,664500.0,3547.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2609.146,3315.2084,0.1667292478752636,0.18201179845450677
94316.0,51148.0,1114.0,1240.0,348800.0,2296.0,42,19067,109381.0,52689.0,1130.0,1248.0,384200.0,2535.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1946.0416,2145.5538,0.24759849018194155,0.23538499008054414
67958.0,6885.0,787.0,925.0,222800.0,1892.0,42,19070,77340.0,6924.0,878.0,997.0,237600.0,2030.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1571.5362,1717.4142000000002,0.2775013155184084,0.26647233514352214
108025.0,9112.0,1159.0,1274.0,447400.0,2783.0,42,19072,120714.0,9802.0,1441.0,1479.0,586700.0,3422.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2282.9174000000003,2834.0482,0.2535987854663273,0.281728535215468
92208.0,18508.0,1481.0,1706.0,412000.0,2571.0,42,19073,109471.0,19763.0,1407.0,1549.0,426700.0,2497.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2284.339,2210.1352,0.2972851379489849,0.2422707602926803
65975.0,5897.0,729.0,818.0,171000.0,1739.0,42,19074,78370.0,5893.0,876.0,982.0,167900.0,1642.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1433.7805999999998,1442.284,0.26078616445623337,0.22084226106928673
87652.0,7541.0,860.0,997.0,287600.0,2015.0,42,19075,104928.0,7632.0,963.0,1078.0,336400.0,2307.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1677.6348,1935.1046000000001,0.22967664856477893,0.22130656450137237
60221.0,6591.0,774.0,915.0,175700.0,1649.0,42,19076,60694.0,6555.0,908.0,1043.0,190200.0,1718.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1405.7524,1513.7450000000001,0.2801187094203019,0.29928724420865327
59869.0,10793.0,832.0,898.0,185900.0,1746.0,42,19078,80361.0,11562.0,867.0,961.0,183200.0,1674.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1464.9728,1458.2462,0.29363566453423307,0.217754313659611
45179.0,9265.0,777.0,937.0,111800.0,1318.0,42,19079,48250.0,9223.0,854.0,1048.0,109300.0,1306.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1191.7366,1227.9292,0.316537311582815,0.305391718134715
92663.0,9934.0,910.0,961.0,281700.0,2433.0,42,19081,93986.0,9923.0,1016.0,1033.0,286800.0,2457.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1945.1792,2026.0976,0.2519036767641885,0.2586892856382865
39075.0,40251.0,769.0,889.0,118100.0,1347.0,42,19082,44483.0,41741.0,828.0,954.0,111600.0,1344.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1195.2188,1225.9859999999999,0.36705375815738966,0.330729312321561
92287.0,36292.0,893.0,1018.0,294100.0,2127.0,42,19083,106168.0,36633.0,1019.0,1143.0,327200.0,2202.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1759.4774,1881.5466,0.22878334760042043,0.2126682164117248
159000.0,8734.0,2001.0,2001.0,813800.0,4001.0,42,19085,250001.0,8778.0,2125.0,2625.0,833000.0,4001.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,3338.2000000000003,3584.6224,0.2519396226415095,0.1720611869552522
93059.0,11376.0,972.0,1082.0,308800.0,2293.0,42,19086,118320.0,11746.0,1053.0,1261.0,346200.0,2483.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,1891.6746000000003,2113.2228,0.24393229241663894,0.21432279918864097
109633.0,32659.0,1290.0,1399.0,475800.0,2620.0,42,19087,145769.0,32765.0,1447.0,1573.0,575700.0,2838.0,37980.0,Philadelphia-Camden-Wilmington PA-NJ-DE-,67.0,64.7,65.6,67.4,67.4,69.2,69.7,70.7,69.7,69.5,69.1,67.0,66.86,69.74000000000001,2215.3606000000004,2455.211,0.24248471901708432,0.20211795374873942
