Zipcode,Household Income,Income per Capita,Population,Median Contract Rent,Median Gross Rent,Median Home Value,Median Monthly Owner Costs,Median Age,Year,MA,MANAME
15613,54597,30436,14194,561,687,137300,1210,49.3,2017,38300,Pittsburgh PA
15617,48750,23149,369,542,725,86200,908,47.7,2017,38300,Pittsburgh PA
15618,42232,23578,2373,496,613,78600,935,42,2017,38300,Pittsburgh PA
15620,39653,21573,741,521,691,66700,1099,48.9,2017,38300,Pittsburgh PA
15622,52961,35926,1037,273,325,159400,1296,51.8,2017,38300,Pittsburgh PA
15623,52933,25791,606,608,815,141700,1185,49.5,2017,38300,Pittsburgh PA
15626,61151,40219,5339,546,700,148700,1419,52.4,2017,38300,Pittsburgh PA
15627,48199,24487,6688,499,647,105600,1016,43.9,2017,38300,Pittsburgh PA
15628,51757,22536,690,404,575,84800,1385,40.8,2017,38300,Pittsburgh PA
15629,41920,18372,813,436,610,54300,709,33.9,2017,38300,Pittsburgh PA
15631,38693,19827,1048,490,681,86300,871,39.6,2017,38300,Pittsburgh PA
15632,70301,41282,9328,612,729,214900,1545,45.4,2017,38300,Pittsburgh PA
15636,118629,45915,4110,629,781,235400,1939,45.5,2017,38300,Pittsburgh PA
15637,64333,26612,1770,578,951,105700,1004,40.1,2017,38300,Pittsburgh PA
15639,68571,30985,2129,534,545,167600,1198,46.3,2017,38300,Pittsburgh PA
15641,46429,30213,441,438,530,85000,815,47.9,2017,38300,Pittsburgh PA
15642,70473,35693,43785,583,731,168900,1373,45.3,2017,38300,Pittsburgh PA
15644,54290,31534,18611,516,678,115500,1078,46.5,2017,38300,Pittsburgh PA
15650,52790,29564,26987,524,647,143500,1120,45,2017,38300,Pittsburgh PA
15656,55025,28296,10216,460,606,126900,1147,45.4,2017,38300,Pittsburgh PA
15658,53705,35953,8762,603,713,169500,1151,53.9,2017,38300,Pittsburgh PA
15661,23281,16996,647,471,904,58300,507,33.5,2017,38300,Pittsburgh PA
15663,36731,26638,483,342,496,84700,1045,51.9,2017,38300,Pittsburgh PA
15665,35842,17876,1754,619,984,139600,1146,28.8,2017,38300,Pittsburgh PA
15666,52365,26832,16302,504,654,118900,1032,47,2017,38300,Pittsburgh PA
15668,93106,48984,12846,812,1090,231900,1666,50.7,2017,38300,Pittsburgh PA
15670,60833,38823,3524,475,635,155800,1288,55.5,2017,38300,Pittsburgh PA
15672,60590,28330,3593,549,724,180500,1406,44.2,2017,38300,Pittsburgh PA
15673,53017,24936,1367,447,580,95000,991,44.8,2017,38300,Pittsburgh PA
15675,54479,21372,1152,708,850,81400,830,27,2017,38300,Pittsburgh PA
15678,51250,25848,549,448,548,96300,988,42.4,2017,38300,Pittsburgh PA
15679,50433,26783,2497,424,540,130600,1125,43.9,2017,38300,Pittsburgh PA
15681,49362,28064,4410,512,645,115000,1147,47,2017,38300,Pittsburgh PA
15683,50074,27731,7764,434,547,104500,1055,45.7,2017,38300,Pittsburgh PA
15686,57791,29027,802,669,708,122000,1536,50.2,2017,38300,Pittsburgh PA
15687,53864,25395,1252,603,606,150800,1217,43.5,2017,38300,Pittsburgh PA
15688,49167,23994,1100,565,765,77100,902,47.3,2017,38300,Pittsburgh PA
15690,42652,23808,8438,463,620,76200,917,41.3,2017,38300,Pittsburgh PA
15692,55673,24332,1208,346,580,130900,1322,52.3,2017,38300,Pittsburgh PA
15696,60495,28968,354,504,696,80800,860,34.6,2017,38300,Pittsburgh PA
15697,50635,29498,2912,488,540,104300,968,42.8,2017,38300,Pittsburgh PA
15701,43874,25776,34215,647,754,141600,1253,31.8,2017,,
15711,55298,23870,488,550,725,78100,840,37.7,2017,,
15714,45269,21123,4972,447,643,70700,928,41.7,2017,27780,Johnstown PA
15715,44706,25291,442,513,585,71800,787,46,2017,,
15717,48167,27325,9743,527,658,116000,1100,46.6,2017,38300,Pittsburgh PA
15721,44500,23282,224,481,631,56000,883,45.3,2017,,
15722,44556,23319,2266,369,558,85200,1034,47.5,2017,27780,Johnstown PA
15724,41818,22715,2214,475,676,80400,960,48,2017,27780,Johnstown PA
15725,54010,26372,1535,519,646,117300,1283,44.8,2017,,
15727,35694,18361,182,514,836,75000,850,35,2017,,
15728,41276,23401,3610,354,532,77300,948,40.1,2017,,
15732,57679,25385,1717,465,681,113500,1031,44.3,2017,38300,Pittsburgh PA
15736,60765,23971,897,605,747,114800,1121,35.8,2017,38300,Pittsburgh PA
15738,36250,19333,237,450,800,67300,828,45.5,2017,27780,Johnstown PA
15739,47109,21184,430,538,793,68200,865,33.4,2017,,
15742,44205,21245,1026,532,595,76800,894,35.6,2017,,
15747,43098,25377,1946,611,636,150500,1015,45.7,2017,,
15748,49040,23924,6664,478,643,101000,1179,44.1,2017,,
15753,44423,20736,479,388,675,84200,893,48.9,2017,,
15756,43625,21732,266,413,593,63100,789,38.7,2017,,
15757,44297,21874,1550,358,567,76500,934,46.3,2017,,
15759,56932,24280,3095,477,649,115000,1074,41.9,2017,,
15762,66000,27505,986,475,675,131900,1207,45.3,2017,27780,Johnstown PA
15765,63482,31000,1718,475,663,139300,1225,50.1,2017,,
15767,42577,22593,14435,495,608,97100,1024,42.3,2017,,
15771,47841,25701,913,325,386,111200,1139,53.7,2017,,
15772,41806,20969,1583,410,637,78100,823,40.5,2017,,
15774,58385,35269,3065,472,616,142800,1339,44.8,2017,38300,Pittsburgh PA
15778,41875,20718,178,425,863,51500,664,38.8,2017,,
15801,49424,24469,18951,513,647,109300,926,42.8,2017,,
15823,50129,25429,1385,413,541,95500,952,44.6,2017,,
15824,48333,25211,5141,452,588,103200,971,41.7,2017,,
15825,51208,26060,8922,441,611,110200,1056,45.1,2017,,
15828,40000,27233,232,363,663,130000,1103,63.7,2017,,
15829,48958,27274,1489,391,613,112100,907,36.8,2017,,
15834,40833,25090,4308,401,589,74000,958,49,2017,,
15840,52768,24699,2103,508,755,89700,918,46.9,2017,,
15845,47365,24276,3098,374,498,61800,863,46.7,2017,,
15846,54045,23869,3540,302,507,119500,1079,43.8,2017,,
15847,36058,20966,258,454,654,80000,992,57.8,2017,,
15848,40481,17752,1308,433,646,98600,1059,32.4,2017,,
15849,51944,21529,1254,515,816,80300,950,42.5,2017,,
15851,42227,21280,6732,422,557,89100,966,41.4,2017,,
15853,49601,26210,6388,370,499,87400,897,46,2017,,
15856,56731,29442,879,525,775,121700,950,53.7,2017,,
15857,49279,30071,12733,445,580,114100,956,48,2017,,
15860,48839,25373,1099,371,528,105700,902,53.1,2017,,
15861,28828,21952,132,570,680,87500,795,61.5,2017,,
15863,37656,17181,310,509,819,48700,675,49.5,2017,,
15864,48500,26762,1551,442,650,93100,916,47.6,2017,,
15865,37917,23314,1237,448,678,69900,771,44.9,2017,,
15868,48705,25144,1406,488,569,87400,1028,55.3,2017,,
15870,55750,29107,1087,371,498,82500,852,51.9,2017,,
15901,14675,13775,3428,319,432,27000,757,53.5,2017,27780,Johnstown PA
15902,31449,19263,11279,392,575,50100,819,43.9,2017,27780,Johnstown PA
15904,55056,27891,15686,571,753,127600,1145,43.6,2017,27780,Johnstown PA
15905,51813,31746,20197,541,659,96000,1133,50,2017,27780,Johnstown PA
15906,31714,17589,11461,336,489,47900,774,42.9,2017,27780,Johnstown PA
15909,49286,25050,5393,344,566,85500,997,45.5,2017,27780,Johnstown PA
15920,60000,32575,686,425,745,110600,1153,54.3,2017,,
15923,52292,25620,1611,279,575,78700,871,44.2,2017,38300,Pittsburgh PA
15924,50000,23188,1068,375,680,59800,860,43.2,2017,,
15925,45000,20772,184,363,1069,65000,1159,33.8,2017,27780,Johnstown PA
15926,46379,25984,2456,392,656,82500,984,50.6,2017,,
15928,47074,29825,1744,687,873,147600,1180,59.4,2017,,
15931,55275,32037,8927,570,688,150500,1214,46.6,2017,27780,Johnstown PA
15935,53188,25304,3209,443,657,105900,969,45.8,2017,,
15936,40526,24271,1257,420,644,85100,899,53.7,2017,,
15937,50167,22679,708,423,589,85100,986,53.8,2017,,
15938,52500,25637,2292,464,600,87700,1083,48.3,2017,27780,Johnstown PA
15940,63833,14025,4085,488,652,163800,1286,33.9,2017,27780,Johnstown PA
15942,52685,29615,2056,338,542,130400,1064,50.9,2017,27780,Johnstown PA
15943,46917,23036,3541,344,498,67000,851,44.3,2017,27780,Johnstown PA
15944,50129,24713,3063,406,557,108500,1181,49.4,2017,38300,Pittsburgh PA
15946,52052,25618,6800,364,475,92000,951,45.6,2017,27780,Johnstown PA
15954,45039,27067,2127,348,574,93000,1060,48.3,2017,38300,Pittsburgh PA
15956,39856,24032,2426,413,605,66200,880,41.6,2017,27780,Johnstown PA
15958,58984,27817,2164,412,635,123000,997,40.4,2017,27780,Johnstown PA
15960,33707,18910,541,441,692,53400,838,48.1,2017,27780,Johnstown PA
15961,44125,27799,843,360,600,78600,1056,52.5,2017,27780,Johnstown PA
15962,56250,21587,150,569,1042,77000,1083,46,2017,27780,Johnstown PA
15963,42565,26995,10665,416,621,98500,1129,47.4,2017,27780,Johnstown PA
16001,52423,29038,39311,570,691,150000,1274,45.7,2017,38300,Pittsburgh PA
16002,68230,32355,15255,581,864,185800,1385,46.1,2017,38300,Pittsburgh PA
16020,46146,23377,1171,522,757,120600,1128,41.4,2017,38300,Pittsburgh PA
16022,51250,22541,373,438,581,86400,865,40.8,2017,38300,Pittsburgh PA
16023,43838,26800,4463,824,846,170200,1406,50.1,2017,38300,Pittsburgh PA
16024,56875,25206,245,890,990,134100,1159,40.8,2017,38300,Pittsburgh PA
16025,66934,33513,5391,506,673,155300,1161,45.8,2017,38300,Pittsburgh PA
16027,69375,26843,284,668,696,157100,1191,43.3,2017,38300,Pittsburgh PA
16028,40040,24534,1759,401,556,97300,974,49.3,2017,38300,Pittsburgh PA
16029,46607,24550,702,541,777,113600,932,44.8,2017,38300,Pittsburgh PA
16030,53000,21640,308,455,578,92500,807,42,2017,38300,Pittsburgh PA
16033,67981,34787,6240,636,775,191800,1476,43.5,2017,38300,Pittsburgh PA
16034,54103,24004,2036,488,588,161600,1104,37.2,2017,38300,Pittsburgh PA
16036,48125,28715,164,385,588,87900,850,59.5,2017,,
16037,76855,35298,4722,626,838,241500,1710,41.1,2017,38300,Pittsburgh PA
16038,57702,25739,3711,521,693,139700,1133,41.6,2017,38300,Pittsburgh PA
16040,45903,25721,854,383,542,113100,1113,48,2017,38300,Pittsburgh PA
16041,50190,22784,2001,466,624,94100,1084,41.8,2017,38300,Pittsburgh PA
16045,42411,21333,1247,600,832,79500,1021,30.5,2017,38300,Pittsburgh PA
16046,108789,53746,15922,1159,1325,321400,1894,38.1,2017,38300,Pittsburgh PA
16049,49722,26249,2918,445,640,102300,992,46.6,2017,38300,Pittsburgh PA
16050,48676,25323,1519,458,675,100000,1078,43.4,2017,38300,Pittsburgh PA
16051,55938,25576,2793,508,704,134200,1351,47.1,2017,38300,Pittsburgh PA
16052,62887,28450,2501,685,980,165700,1348,47.1,2017,38300,Pittsburgh PA
16053,69207,35330,4583,538,681,214300,1542,47.5,2017,38300,Pittsburgh PA
16054,44107,23555,356,594,663,100000,975,47.3,2017,,
16055,82157,37704,8249,635,917,192000,1472,47.3,2017,38300,Pittsburgh PA
16056,56082,33693,4254,535,628,182200,1327,52.8,2017,38300,Pittsburgh PA
16057,47909,21219,14451,564,669,160500,1205,23.7,2017,38300,Pittsburgh PA
16059,73682,39922,7797,1458,1768,270800,1637,48.4,2017,38300,Pittsburgh PA
16061,57212,27996,2366,520,704,150900,1164,50,2017,38300,Pittsburgh PA
16063,51783,34718,6596,631,791,188200,1359,50,2017,38300,Pittsburgh PA
16066,101449,48022,29973,1080,1237,279000,1832,40.1,2017,38300,Pittsburgh PA
16101,39002,23063,33113,439,573,82200,983,45.1,2017,,
16102,44213,26892,6054,467,679,85700,1044,42.5,2017,,
16105,62529,37601,15203,596,802,133100,1292,46.5,2017,,
16111,42621,19043,1496,434,621,110100,960,38.3,2017,,
16112,52039,26793,1589,541,688,94200,1019,43.2,2017,,
16113,68750,31755,514,539,544,158300,1398,42.5,2017,49660,Youngstown-Warren-Boardman OH-PA
16114,48958,24848,662,498,688,114400,1136,44.6,2017,49660,Youngstown-Warren-Boardman OH-PA
16115,54208,28400,2971,511,634,133200,1185,49.6,2017,38300,Pittsburgh PA
16116,45658,28992,2814,437,550,92400,1114,46.5,2017,,
16117,50248,26744,17634,521,725,102800,1072,42.1,2017,38300,Pittsburgh PA
16120,52448,24233,2031,434,613,116300,1162,46.5,2017,38300,Pittsburgh PA
16121,30045,16963,4729,445,718,60100,778,43,2017,49660,Youngstown-Warren-Boardman OH-PA
16123,73125,27952,2021,531,544,192800,1452,45.8,2017,38300,Pittsburgh PA
16124,47799,23103,2070,363,573,126300,991,40,2017,49660,Youngstown-Warren-Boardman OH-PA
16125,47251,27978,17442,444,608,105200,1005,45,2017,49660,Youngstown-Warren-Boardman OH-PA
16127,53333,24130,15769,545,669,139700,1149,35.8,2017,49660,Youngstown-Warren-Boardman OH-PA
16130,46700,23191,2112,436,584,115400,1010,49.1,2017,49660,Youngstown-Warren-Boardman OH-PA
16131,54559,27783,872,415,685,119200,1195,44.2,2017,,
16133,55446,26466,1611,475,740,130700,1069,42.8,2017,49660,Youngstown-Warren-Boardman OH-PA
16134,45351,24465,3887,423,648,99300,978,50.1,2017,49660,Youngstown-Warren-Boardman OH-PA
16136,52885,28431,684,445,615,76200,886,41.1,2017,38300,Pittsburgh PA
16137,54245,24879,12742,463,639,134500,1148,45.6,2017,49660,Youngstown-Warren-Boardman OH-PA
16141,52039,29639,1928,368,525,83300,1174,45.4,2017,38300,Pittsburgh PA
16142,52188,23655,6942,539,624,171700,1337,30,2017,49660,Youngstown-Warren-Boardman OH-PA
16143,44631,25544,2894,491,708,122200,1075,50.4,2017,49660,Youngstown-Warren-Boardman OH-PA
16145,49464,27085,2589,438,629,134400,1069,45.4,2017,49660,Youngstown-Warren-Boardman OH-PA
16146,32493,20673,13505,464,596,64500,882,39.5,2017,49660,Youngstown-Warren-Boardman OH-PA
16148,54947,31745,16304,670,802,140500,1241,49.4,2017,49660,Youngstown-Warren-Boardman OH-PA
16150,50043,25096,7004,539,739,103700,1021,43.5,2017,49660,Youngstown-Warren-Boardman OH-PA
16153,53819,27826,2410,514,623,117400,989,50.1,2017,49660,Youngstown-Warren-Boardman OH-PA
16154,56009,28112,2415,558,682,119600,1293,48.8,2017,49660,Youngstown-Warren-Boardman OH-PA
16156,55304,27305,2863,486,688,150100,1282,46.9,2017,49660,Youngstown-Warren-Boardman OH-PA
16157,48359,26387,2949,401,546,99300,1052,48.4,2017,38300,Pittsburgh PA
16159,52619,24529,4824,512,639,125900,1120,47.3,2017,49660,Youngstown-Warren-Boardman OH-PA
16160,45417,24054,827,456,752,77900,1027,49.3,2017,,
16161,30795,21019,755,405,621,52400,856,52.6,2017,49660,Youngstown-Warren-Boardman OH-PA
16201,43535,27303,17608,460,595,117800,1156,47.4,2017,38300,Pittsburgh PA
16210,46719,23670,948,417,713,88600,1238,40.1,2017,38300,Pittsburgh PA
16212,33214,23075,315,463,758,65400,768,44.8,2017,38300,Pittsburgh PA
16214,33656,21348,9679,508,623,127300,1124,28.8,2017,,
16218,50491,22204,1119,718,936,115900,1174,47.1,2017,38300,Pittsburgh PA
16222,47188,21261,2544,515,622,87500,973,38.5,2017,38300,Pittsburgh PA
16224,49444,22570,1276,507,661,87500,781,41.1,2017,38300,Pittsburgh PA
16226,42589,24056,7705,497,643,87800,1007,48.3,2017,38300,Pittsburgh PA
16228,48750,20692,539,517,706,81600,895,43.3,2017,38300,Pittsburgh PA
16229,59657,30855,5118,487,708,148000,1372,42.4,2017,38300,Pittsburgh PA
16230,41250,18781,420,408,638,77900,895,37.3,2017,,
16232,46742,24312,4167,383,514,105000,1010,39.9,2017,,
16233,41167,33583,1126,615,809,155100,1045,53.5,2017,,
16235,57143,29290,1211,511,675,119300,955,46.7,2017,,
16238,60139,26886,464,513,638,85000,1198,39.6,2017,38300,Pittsburgh PA
16239,38264,11876,5404,484,675,85900,800,35.5,2017,,
16240,43802,23692,1326,424,510,112500,984,47.1,2017,38300,Pittsburgh PA
16242,44048,24304,4472,430,580,87900,991,45.8,2017,38300,Pittsburgh PA
16245,34464,20137,257,432,669,63300,731,41.3,2017,38300,Pittsburgh PA
16246,55833,25768,225,575,833,66900,825,46,2017,,
16248,40500,20608,3140,441,609,84700,879,45,2017,,
16249,55313,28478,1700,430,546,111300,1024,44.2,2017,38300,Pittsburgh PA
16250,21429,13549,528,1048,1104,77900,834,32.9,2017,38300,Pittsburgh PA
16254,49129,27074,3243,552,671,114100,1182,45.7,2017,,
16255,48854,22930,1781,440,694,95800,1002,43.3,2017,,
16256,38333,14112,2459,384,525,91200,861,20.7,2017,,
16258,49219,24697,1875,441,718,114400,1019,41.2,2017,,
16259,48661,23566,1870,422,539,89600,943,48.3,2017,38300,Pittsburgh PA
16262,56125,27333,2793,508,707,112700,1208,46.4,2017,38300,Pittsburgh PA
16301,42108,24825,15954,443,579,68000,829,42.8,2017,,
16311,56250,23833,459,508,625,114300,1114,41.4,2017,49660,Youngstown-Warren-Boardman OH-PA
16313,42159,22051,1643,435,631,70800,854,48.6,2017,,
16314,54565,26025,5378,505,651,118300,1076,43.9,2017,49660,Youngstown-Warren-Boardman OH-PA
16316,54852,31442,5401,564,694,139200,1182,48.3,2017,,
16317,54250,26451,1257,473,635,84700,895,50.1,2017,,
16319,57448,28865,1300,392,708,128300,955,45.1,2017,,
16323,45108,24715,15787,466,606,85200,1017,47.9,2017,,
16326,47381,23996,444,381,475,117700,1170,43.5,2017,,
16327,48571,26760,3011,522,811,114200,1107,46.1,2017,,
16328,47917,21606,108,592,950,70000,925,40.3,2017,,
16333,39792,20613,314,217,410,43600,586,48,2017,,
16335,43835,24769,27747,525,666,108500,1104,40.7,2017,,
16340,47976,26194,1744,452,565,95200,933,49.6,2017,,
16341,45714,23388,1886,398,561,80400,922,50.1,2017,,
16342,53021,22431,2242,417,654,82900,1019,48.7,2017,49660,Youngstown-Warren-Boardman OH-PA
16344,48750,20000,469,461,605,51000,700,41.4,2017,,
16345,57869,42305,3396,438,537,142600,1158,50.1,2017,,
16346,48750,25098,3255,448,618,95300,987,46.5,2017,,
16347,41658,20776,2533,345,504,71800,955,44.7,2017,,
16350,43384,18837,2793,432,573,100800,919,34.8,2017,,
16351,39457,23413,1466,396,482,88400,958,55.2,2017,,
16352,51250,21862,266,375,750,68300,670,49.2,2017,,
16353,36875,19833,2558,371,561,95500,861,55.4,2017,,
16354,42039,22237,10999,441,599,85700,973,41.5,2017,,
16360,52500,23394,1422,385,600,114200,1138,45.5,2017,,
16362,51625,27222,1131,385,583,114100,1097,49.1,2017,49660,Youngstown-Warren-Boardman OH-PA
16364,57292,25078,1243,614,805,128000,900,42.1,2017,,
16365,46086,28236,18060,466,596,96600,986,46.1,2017,,
16370,34583,25555,128,366,569,58300,850,63,2017,,
16371,39559,23988,3128,443,578,82600,882,49.6,2017,,
16372,48125,24021,498,363,498,62800,953,37.3,2017,,
16373,51250,26168,3246,506,677,110800,979,44.6,2017,38300,Pittsburgh PA
16374,47391,26846,1950,392,673,112300,984,51.2,2017,,
16401,50453,16386,6758,417,551,106500,1054,41.5,2017,21500,Erie PA
16402,48000,27898,842,565,759,87900,828,46.6,2017,,
16403,53115,25248,6719,479,667,108700,1106,43.1,2017,21500,Erie PA
16404,50179,19061,3627,448,675,99800,1013,37.8,2017,,
16405,42639,20033,782,580,838,87300,994,46.9,2017,,
16406,52400,23584,3176,501,634,114900,1079,43.4,2017,,
16407,47412,22068,11027,458,699,93000,939,42.3,2017,21500,Erie PA
16410,59063,24765,1677,625,906,108800,1038,42.5,2017,21500,Erie PA
16411,48750,25344,1802,664,863,108500,975,40.7,2017,21500,Erie PA
16412,52392,28543,10540,678,787,169200,1338,36,2017,21500,Erie PA
16415,90676,38412,9753,651,791,192000,1479,41.1,2017,21500,Erie PA
16417,51089,27590,7849,479,610,125300,1034,44.6,2017,21500,Erie PA
16421,57308,27527,2543,409,440,141700,1113,45.2,2017,21500,Erie PA
16423,49544,25518,4388,538,706,110100,1057,41.4,2017,21500,Erie PA
16424,47172,27744,4650,482,698,99500,964,49.6,2017,,
16426,53165,30568,3896,475,862,154600,1183,43.7,2017,21500,Erie PA
16428,56747,28785,12755,536,735,152400,1233,40.9,2017,21500,Erie PA
16433,52526,27111,5190,493,669,120700,1093,43.9,2017,,
16434,42411,17143,3132,402,671,98000,988,26.9,2017,21500,Erie PA
16435,53350,25096,1861,481,686,111700,984,43.1,2017,21500,Erie PA
16438,49579,24364,7863,463,622,98500,1020,42.9,2017,21500,Erie PA
16440,53750,25546,909,550,640,138200,1112,47.5,2017,,
16441,63631,30222,10168,488,652,171000,1455,43.3,2017,21500,Erie PA
16442,61368,27059,2886,436,581,139500,1321,43.2,2017,21500,Erie PA
16443,47778,27135,1119,506,725,99800,947,48.6,2017,21500,Erie PA
16502,31351,18999,15491,546,675,72000,951,34.3,2017,21500,Erie PA
16503,22961,12145,16959,491,666,46800,791,29,2017,21500,Erie PA
16504,41917,21563,15749,644,825,87700,990,37.4,2017,21500,Erie PA
16505,56314,37201,16369,665,782,146900,1332,47.9,2017,21500,Erie PA
16506,59315,34365,24169,744,902,167200,1405,42.5,2017,21500,Erie PA
16507,31710,17082,9558,542,712,59300,870,32.2,2017,21500,Erie PA
16508,46604,25163,16561,534,714,95000,992,36.8,2017,21500,Erie PA
16509,55665,33291,27399,659,801,153600,1314,43.2,2017,21500,Erie PA
16510,52081,26121,25799,612,755,117400,1176,39.4,2017,21500,Erie PA
16511,49399,26624,11718,586,718,122900,1062,41.2,2017,21500,Erie PA
16601,42315,23312,32764,475,600,101100,973,40.2,2017,11020,Altoona PA
16602,39155,24323,28998,543,675,93800,972,41.3,2017,11020,Altoona PA
16611,50313,24349,2638,518,653,130300,974,47.8,2017,11020,Altoona PA
16613,57292,25945,1388,345,683,120700,1032,46.8,2017,27780,Johnstown PA
16617,57153,29040,2793,477,632,108900,971,33.7,2017,11020,Altoona PA
16619,37292,22910,336,287,529,59500,814,41.8,2017,27780,Johnstown PA
16620,33594,21117,287,408,592,84100,1018,45.4,2017,,
16621,47917,23877,699,377,550,124600,1207,46.9,2017,,
16623,46667,22168,548,345,441,156000,1163,43.9,2017,,
16624,61389,23766,212,338,608,116100,1031,30,2017,27780,Johnstown PA
16625,38244,20418,3718,540,706,108800,1077,44.2,2017,11020,Altoona PA
16627,47434,24093,2160,365,600,68700,967,43.4,2017,27780,Johnstown PA
16630,45816,24276,4540,414,596,105600,1064,40.2,2017,27780,Johnstown PA
16634,50625,23560,340,319,395,89300,892,43.6,2017,,
16635,50433,28255,12144,654,801,156700,1345,49.1,2017,11020,Altoona PA
16636,59306,33862,707,513,700,118800,1145,50.3,2017,27780,Johnstown PA
16637,47654,21603,2346,548,783,125000,1099,42,2017,11020,Altoona PA
16639,38920,21096,1418,380,703,93700,1066,46.2,2017,27780,Johnstown PA
16640,50625,25043,811,500,533,109200,1145,42.8,2017,27780,Johnstown PA
16641,46193,23278,2495,464,645,83900,970,39.8,2017,27780,Johnstown PA
16645,64375,28655,160,263,663,86400,1068,54.5,2017,,
16646,50357,24739,2371,365,646,81200,944,46.5,2017,27780,Johnstown PA
16647,52778,32665,707,522,578,172700,1367,53.5,2017,,
16648,55496,32638,15119,663,773,183300,1307,48.8,2017,11020,Altoona PA
16650,47375,22307,1819,482,643,113600,1034,46.4,2017,,
16651,40160,15090,5782,402,523,82400,1017,40.6,2017,,
16652,45798,21353,18248,478,557,130200,1112,40.3,2017,,
16655,51373,24232,1599,488,680,128900,1031,47.8,2017,11020,Altoona PA
16656,40329,20482,1234,313,713,63400,913,48.5,2017,,
16657,47721,22031,1301,521,599,157900,1144,45.7,2017,,
16659,48750,21870,325,500,683,94400,992,41.5,2017,,
16661,39250,19118,892,296,638,58000,800,44.5,2017,,
16662,52019,26590,5930,526,743,154300,1253,46.5,2017,11020,Altoona PA
16664,54457,23601,1987,549,742,138500,1045,41.9,2017,,
16665,35417,23131,348,617,710,148600,1283,35.3,2017,11020,Altoona PA
16666,46856,22257,3147,413,608,86000,995,45,2017,44300,State College PA
16667,46202,20472,1427,409,575,113800,1059,39.2,2017,,
16668,47394,24465,3361,379,442,85500,943,48.8,2017,27780,Johnstown PA
16669,52941,26758,2078,460,595,145000,1188,45.7,2017,,
16671,50694,21965,574,450,675,92000,992,40.4,2017,,
16672,70313,20761,324,459,650,60500,669,31.3,2017,,
16673,50188,26165,5385,610,770,126600,1103,41.5,2017,11020,Altoona PA
16674,44286,18879,742,465,821,70000,1061,43.6,2017,,
16678,45494,21875,2569,453,651,92600,1007,44.8,2017,,
16679,35909,17761,842,363,543,74400,875,46.7,2017,,
16680,53750,24193,425,528,850,120000,1105,50.6,2017,,
16683,60000,26969,367,283,383,168800,1016,51.7,2017,,
16686,49921,24631,13102,503,646,121300,1048,43.1,2017,11020,Altoona PA
16691,36750,24801,285,654,835,152800,1057,49.5,2017,,
16692,43864,22523,723,342,633,72700,820,42.8,2017,,
16693,49500,23884,4373,430,615,114200,1152,40.2,2017,11020,Altoona PA
16695,46607,21982,1169,483,638,136700,1065,41.3,2017,,
16701,42825,25380,17508,509,616,77900,958,39.7,2017,,
16720,47109,25032,1162,472,638,76000,900,53.2,2017,,
16724,41765,26205,96,495,725,52500,813,54.5,2017,,
16729,47344,22321,928,497,616,69800,761,40.2,2017,,
16731,49250,26535,2523,422,574,69500,902,46.4,2017,,
16732,40391,26597,356,363,458,74700,938,55.6,2017,,
16735,45741,24949,5847,436,605,69500,936,44.6,2017,,
16738,52222,17688,2466,565,671,85300,905,39.7,2017,,
16740,42500,21495,1095,500,645,60200,776,38.7,2017,,
16743,47246,25720,3786,493,713,84500,958,46.2,2017,,
16746,40600,21986,1262,524,709,86900,950,49.1,2017,,
16748,37188,21829,2735,458,533,87400,994,47.8,2017,,
16749,50375,25232,4000,473,669,87100,887,49.6,2017,,
16750,46087,22656,458,450,572,64100,925,34,2017,,
16801,45220,28531,44451,931,989,269100,1686,25.1,2017,44300,State College PA
16803,59731,33644,25366,968,1076,277300,1885,28.2,2017,44300,State College PA
16820,56125,24569,987,666,784,164200,1219,42.9,2017,44300,State College PA
16822,46657,23275,2062,423,580,112700,1046,45.2,2017,44300,State College PA
16823,59151,27182,30235,667,788,175700,1335,40.9,2017,44300,State College PA
16826,55000,27383,575,621,679,164900,1216,36.7,2017,44300,State College PA
16827,99225,41997,4662,911,977,263200,1795,43.8,2017,44300,State College PA
16828,67083,43162,4404,832,1015,223400,1616,48.9,2017,44300,State College PA
16829,49205,23007,697,450,606,109700,913,43.5,2017,44300,State College PA
16830,44764,26354,13597,459,581,92200,1108,45.8,2017,,
16832,77188,30360,662,510,721,184800,1516,27.6,2017,44300,State College PA
16833,38694,22977,5305,417,639,90700,947,47.5,2017,,
16835,58036,24608,209,550,750,121300,1148,34.8,2017,44300,State College PA
16836,52250,23430,1053,454,795,98800,1037,47.7,2017,,
16838,49231,22861,1924,458,755,89400,937,42.7,2017,,
16841,57083,27736,5818,565,742,148100,1153,45.2,2017,44300,State College PA
16844,62026,29057,2752,716,821,163000,1167,46.4,2017,44300,State College PA
16845,50000,19806,884,325,556,88500,1000,37.9,2017,44300,State College PA
16848,37159,29856,304,495,647,122700,1330,47.4,2017,,
16852,65313,34678,334,546,1018,143300,1057,44.9,2017,44300,State College PA
16854,63625,26704,733,673,786,143000,1115,40.9,2017,44300,State College PA
16858,56129,22530,3827,761,1050,103600,1050,43.9,2017,,
16859,49464,28689,503,570,731,113800,918,49.2,2017,44300,State College PA
16863,41719,20845,641,464,802,92500,733,42,2017,,
16865,63833,40243,2009,488,947,188000,1220,37.5,2017,44300,State College PA
