Zipcode,Household Income,Income per Capita,Population,Median Contract Rent,Median Gross Rent,Median Home Value,Median Monthly Owner Costs,Median Age,Year,MA,MANAME
601,11757,7041,17599,291,373,82500,748,38.9,2017,,
602,16190,8978,39209,304,380,87300,846,40.9,2017,,
603,16645,10897,50135,306,400,122300,867,40.4,2017,,
606,13387,5960,6304,185,284,92700,538,42.8,2017,,
610,18741,9266,27590,322,415,90300,733,41.4,2017,,
612,17744,10283,62566,310,395,97300,757,41.4,2017,,
616,14918,9002,10687,327,509,92900,622,43.7,2017,,
617,17157,8762,24508,375,478,101900,715,38.7,2017,,
622,16727,11935,7405,392,538,135500,905,48.4,2017,,
623,16401,9101,42321,352,422,111800,763,41.3,2017,,
624,16832,8072,23238,333,431,77600,670,37.2,2017,,
627,17579,9738,32936,334,419,108300,744,40.1,2017,,
631,9632,7690,1555,138,223,86300,755,48.2,2017,,
637,15736,9158,23610,329,464,95800,664,40.9,2017,,
638,14448,8108,17202,281,372,96500,717,40.3,2017,,
641,16292,8305,28332,293,387,94200,674,41.9,2017,,
646,29160,15397,38008,573,694,142900,1179,39.4,2017,,
647,13071,7058,5610,400,525,84400,574,47.1,2017,,
650,16095,7698,14664,362,524,93900,684,38.6,2017,,
652,20564,11439,3681,283,373,98200,653,38.8,2017,,
653,12236,7279,11717,286,400,89800,645,38.7,2017,,
656,14966,8327,19546,254,342,82200,690,40.3,2017,,
659,17770,10360,40978,328,436,97500,774,40.7,2017,,
660,19674,11588,16474,332,393,104700,746,45.1,2017,,
662,16771,8883,41341,361,483,103800,739,40.6,2017,,
664,15401,7134,15396,281,384,90400,622,36.3,2017,,
667,13843,7256,24089,293,417,92000,773,43.6,2017,,
669,12996,8236,26510,305,407,86400,650,40.9,2017,,
670,14456,7293,8797,240,314,73100,746,40.1,2017,,
674,18032,10520,40826,345,471,105900,819,41.1,2017,,
676,13416,7893,37862,324,424,97400,815,38.6,2017,,
677,18333,10236,14569,346,444,121900,849,44.6,2017,,
678,15730,9103,26642,319,445,108800,750,39.3,2017,,
680,14500,10277,48035,323,410,92500,766,41.6,2017,,
682,15315,11236,32820,336,409,112800,900,37.3,2017,,
683,15043,9547,31627,310,391,95100,750,42.9,2017,,
685,14128,8080,38849,289,395,99800,767,42.6,2017,,
687,18739,8816,31785,348,489,98000,722,37,2017,,
688,15918,8636,12360,302,418,95800,760,40.7,2017,,
690,18491,10644,5587,439,560,112900,745,41.9,2017,,
692,18076,10586,36218,382,502,120400,936,37.6,2017,,
693,18971,10209,56327,398,511,114200,840,40,2017,,
698,14487,8139,37493,273,379,91500,759,42,2017,,
703,16532,10235,27137,358,445,111200,826,40.2,2017,,
704,13960,7585,7842,264,345,82200,595,36,2017,,
705,18207,10172,23831,309,443,109300,780,40.6,2017,,
707,17489,8761,11240,330,390,90800,700,43.5,2017,,
714,15820,7685,18363,325,467,87500,624,38.8,2017,,
715,12440,7579,3645,225,314,82100,806,41.3,2017,,
716,18514,13034,29191,294,391,112300,853,42.2,2017,,
717,11269,9711,17285,185,276,103900,830,36.9,2017,,
718,18998,10107,26073,343,430,92100,727,36.9,2017,,
719,18401,9006,29684,402,478,94700,725,39,2017,,
720,14533,7326,21753,272,375,89700,755,37.5,2017,,
723,14554,8723,17826,221,332,94900,692,43.3,2017,,
725,20374,12575,82822,389,487,125600,899,40.4,2017,,
727,30797,15666,56023,520,688,143700,972,38.8,2017,,
728,18097,9181,40326,336,428,97100,757,37.7,2017,,
729,20508,11066,52244,431,530,114800,864,38.9,2017,,
730,15367,10834,32735,253,354,94000,772,41.3,2017,,
731,16389,9432,13862,337,434,83600,768,39.8,2017,,
735,18947,11580,12749,362,473,93500,716,40.7,2017,,
736,20166,12391,48476,366,464,119100,865,41.3,2017,,
738,19284,11081,31558,375,475,103600,792,40.7,2017,,
739,20619,11107,37380,400,519,117900,873,38.5,2017,,
740,12934,7125,1517,350,568,72000,668,36.5,2017,,
741,22766,9385,5168,381,505,85800,683,41,2017,,
745,22909,10927,52624,392,553,115200,865,40.1,2017,,
751,16188,8951,22174,279,393,87600,735,39.5,2017,,
754,18594,10482,38636,368,483,111000,881,40.1,2017,,
757,16816,10478,22475,311,435,92800,778,37.2,2017,,
765,16149,11211,8721,491,646,104500,1372,41.3,2017,,
766,19595,10406,23931,300,385,93500,768,37.8,2017,,
767,15573,8668,35042,322,428,87700,678,41.6,2017,,
769,19215,10328,39605,350,457,88500,705,39.4,2017,,
771,20332,10254,37705,392,517,115100,871,38,2017,,
772,15032,7516,20784,271,372,94500,752,37.2,2017,,
773,19377,10434,18952,370,484,109200,785,39.8,2017,,
775,23092,11291,1480,451,604,89900,1141,39.1,2017,,
777,18684,9220,40611,328,407,113100,798,37.7,2017,,
778,32708,16622,46852,500,676,147900,1108,38.3,2017,,
782,13073,6996,18196,301,388,89100,727,37.7,2017,,
783,14476,7823,34240,354,513,88500,686,37.9,2017,,
784,15653,9317,41417,273,380,90700,728,37.6,2017,,
791,18595,11926,49551,343,433,99400,811,41.3,2017,,
794,15667,7702,29296,303,416,90600,762,35.4,2017,,
795,20430,10164,45573,346,445,92500,757,37.8,2017,,
901,16929,27466,6540,434,506,242200,1761,41.3,2017,,
907,32601,38603,16819,610,735,233800,1476,48.6,2017,,
909,17959,15141,5430,374,443,136200,1063,38.7,2017,,
911,30978,28595,7617,602,682,292500,1397,47.8,2017,,
912,21744,15777,5920,448,571,130400,888,42.4,2017,,
913,5902,7158,8495,113,184,401400,1938,26.2,2017,,
915,14048,9136,27534,326,404,94200,784,38.9,2017,,
917,15508,13829,18316,351,442,113100,943,45.9,2017,,
918,23333,20852,16595,248,298,179800,1207,42.3,2017,,
920,25433,14906,16698,521,621,152800,1060,45,2017,,
921,18690,12707,35161,438,512,140900,970,38.7,2017,,
923,14041,10907,24754,311,359,112800,916,39.3,2017,,
924,19303,12558,51699,307,382,133100,916,38.2,2017,,
925,9903,10804,6796,406,448,122600,871,34.6,2017,,
926,33624,22687,99106,498,597,176400,1275,43,2017,,
927,32932,25107,13503,386,512,197000,1494,45.9,2017,,
949,26032,12924,76058,488,573,135100,938,39,2017,,
952,15434,8998,8467,477,532,105800,831,42.3,2017,,
953,29837,14360,72608,488,627,143400,1131,37.1,2017,,
956,23322,12226,68452,470,572,131000,917,40.4,2017,,
957,24438,13000,40738,416,521,133800,923,40.2,2017,,
959,29737,15979,47849,478,575,144500,1002,40.2,2017,,
961,28455,16714,31017,424,495,151900,1025,42.3,2017,,
962,16135,9871,19864,237,338,112700,836,37.1,2017,,
965,15369,11228,7659,338,435,101500,733,41.7,2017,,
966,51318,36677,16169,630,807,235800,1788,45.3,2017,,
968,45811,43889,3368,784,883,219700,1571,58.1,2017,,
969,51604,27897,43216,657,814,234100,1628,40.4,2017,,
971,20604,14718,27449,445,544,139900,1118,43.6,2017,,
976,30801,16208,60134,410,531,152400,1086,39.4,2017,,
979,34284,29494,15203,658,799,172000,1211,48.4,2017,,
982,25935,14037,14514,518,603,139700,919,44.3,2017,,
983,27149,13585,36687,503,571,142300,971,41.1,2017,,
985,24834,13531,32750,429,493,138500,956,41.5,2017,,
987,32967,16557,58583,553,667,150600,1090,38.7,2017,,
1001,57694,33135,17537,881,1034,209400,1516,45.8,2017,44140,Springfield MA
1002,52379,27657,30280,1170,1278,344600,2222,23.6,2017,44140,Springfield MA
1005,70325,35334,5014,777,945,222000,1612,45.4,2017,49340,Worcester MA-CT
1007,86165,39308,14906,831,970,263900,1746,43.8,2017,44140,Springfield MA
1010,86523,39077,3724,730,743,270100,1661,48.1,2017,44140,Springfield MA
1011,75263,30903,1507,725,900,202600,1443,39.9,2017,44140,Springfield MA
1012,70114,37778,531,963,1203,250000,1382,43.2,2017,44140,Springfield MA
1013,39868,21738,23026,750,860,175700,1406,35,2017,44140,Springfield MA
1020,58780,30076,30148,782,889,180400,1393,44.2,2017,44140,Springfield MA
1022,43349,25748,2604,1211,1226,124100,1086,37.6,2017,44140,Springfield MA
1026,51442,30925,958,681,829,253000,1552,49.5,2017,44140,Springfield MA
1027,63699,34386,17870,827,937,249800,1657,44.9,2017,44140,Springfield MA
1028,85221,38320,16156,773,928,256500,1770,45.9,2017,44140,Springfield MA
1029,50750,31970,728,550,632,266200,1016,47.3,2017,38340,Pittsfield MA
1030,71716,33551,11211,705,819,240500,1601,45.1,2017,44140,Springfield MA
1031,41875,27940,1151,667,821,184200,1365,38.6,2017,49340,Worcester MA-CT
1032,78011,37424,551,1188,1344,257800,1835,49.8,2017,44140,Springfield MA
1033,89965,40222,6300,714,992,263300,1708,45.8,2017,44140,Springfield MA
1034,87045,36015,2313,913,1125,271700,1542,46.9,2017,44140,Springfield MA
1035,58953,41575,5301,1022,1050,310100,1889,47.4,2017,44140,Springfield MA
1036,81304,39634,5193,769,964,275200,1846,49.4,2017,44140,Springfield MA
1038,67096,39453,2897,959,1079,291400,1639,51.4,2017,44140,Springfield MA
1039,80000,49565,1129,873,1105,263200,1685,54.6,2017,44140,Springfield MA
1040,37954,22625,40362,686,795,182700,1396,35.2,2017,44140,Springfield MA
1050,68869,31233,2334,780,987,211500,1491,43.7,2017,44140,Springfield MA
1053,62222,31413,1658,1413,1561,277800,1558,53.2,2017,44140,Springfield MA
1054,87174,46486,1997,942,1163,348500,2068,50.9,2017,,
1056,67715,33247,21331,757,922,224700,1677,44.4,2017,44140,Springfield MA
1057,78986,35989,8801,660,819,232200,1542,46.3,2017,44140,Springfield MA
1060,57485,36152,15729,1014,1124,322800,1790,34.3,2017,44140,Springfield MA
1062,73438,38373,10587,844,915,321800,2002,45.2,2017,44140,Springfield MA
1068,85938,35289,1849,956,1201,278200,1812,46.7,2017,49340,Worcester MA-CT
1069,59211,32833,8919,633,727,197100,1638,47.1,2017,44140,Springfield MA
1070,57000,30342,637,800,1000,239000,1549,50.2,2017,44140,Springfield MA
1071,67132,32683,1206,715,829,216500,1598,47.9,2017,44140,Springfield MA
1072,72000,36574,1490,1182,1519,276600,1845,45.6,2017,,
1073,89423,44641,6090,845,989,319800,1976,46.4,2017,44140,Springfield MA
1075,66681,32046,17755,870,948,232700,1579,40.3,2017,44140,Springfield MA
1077,76737,38002,9711,861,933,290200,1884,46.6,2017,44140,Springfield MA
1079,27105,31721,480,1072,1322,180500,1286,46.3,2017,44140,Springfield MA
1080,49844,23355,2532,740,845,160000,1502,32.7,2017,44140,Springfield MA
1081,50465,26913,1827,702,843,194000,1513,43.7,2017,44140,Springfield MA
1082,51768,27830,10637,689,812,186400,1515,41.8,2017,44140,Springfield MA
1083,65547,24012,3182,639,876,212100,1532,36.9,2017,49340,Worcester MA-CT
1085,62423,29630,41652,827,947,222100,1604,39.1,2017,44140,Springfield MA
1088,51406,32106,399,950,985,240800,1839,53.3,2017,44140,Springfield MA
1089,51735,29344,28671,768,849,213800,1638,39.2,2017,44140,Springfield MA
1092,75799,33033,1133,368,468,215300,1388,47,2017,49340,Worcester MA-CT
1095,104128,45406,14659,634,775,299900,2045,47.2,2017,44140,Springfield MA
1096,77083,36844,2607,861,973,274700,1530,44.3,2017,44140,Springfield MA
1098,76563,43006,1186,626,788,270900,1603,50.4,2017,44140,Springfield MA
1103,16720,21340,2409,800,841,118000,1432,33.6,2017,44140,Springfield MA
1104,30053,19687,23635,646,838,134800,1344,36,2017,44140,Springfield MA
1105,17569,15259,11601,623,707,139100,1577,32.3,2017,44140,Springfield MA
1106,111231,55504,16048,1310,1375,327600,2218,46.2,2017,44140,Springfield MA
1107,26772,15178,11304,535,715,169500,1361,28.8,2017,44140,Springfield MA
1108,38499,18875,28925,751,940,153700,1427,31.7,2017,44140,Springfield MA
1109,35191,15703,30125,761,945,130000,1257,27.9,2017,44140,Springfield MA
1118,61112,29498,14774,802,873,160500,1380,36.8,2017,44140,Springfield MA
1119,47439,22681,13236,690,901,148800,1344,34.7,2017,44140,Springfield MA
1128,65977,35083,2798,1341,1682,167500,1468,48.3,2017,44140,Springfield MA
1129,63895,30597,6750,814,1071,167400,1439,42.9,2017,44140,Springfield MA
1151,40360,18717,8884,729,916,136200,1314,32.7,2017,44140,Springfield MA
1201,47614,30286,44775,689,819,174600,1363,44,2017,38340,Pittsfield MA
1220,49777,28827,8211,576,704,152000,1269,45.8,2017,38340,Pittsfield MA
1222,74583,39128,818,1118,1222,246100,1378,49.2,2017,38340,Pittsfield MA
1223,77857,39393,2351,1270,1375,256300,1378,51.8,2017,38340,Pittsfield MA
1224,38446,22355,209,537,726,184000,1184,49.8,2017,38340,Pittsfield MA
1225,61512,33984,3169,816,923,192600,1354,48.2,2017,38340,Pittsfield MA
1226,61063,34994,6839,707,861,185800,1566,48.9,2017,38340,Pittsfield MA
1230,65214,37450,8359,796,928,334300,1691,49.9,2017,38340,Pittsfield MA
1235,63000,35609,2671,600,735,191100,1497,49.6,2017,38340,Pittsfield MA
1236,57014,32948,1197,1097,1097,313200,1813,42.2,2017,38340,Pittsfield MA
1237,84615,33634,2662,786,1132,246500,1640,46.9,2017,38340,Pittsfield MA
1238,67708,33536,5917,702,771,266400,1668,46.5,2017,38340,Pittsfield MA
1240,68948,53659,4493,772,820,361700,1966,57.2,2017,38340,Pittsfield MA
1245,69821,49853,803,975,1194,428700,1892,55.8,2017,38340,Pittsfield MA
1247,40928,24982,15703,605,711,153300,1178,43.6,2017,38340,Pittsfield MA
1253,74554,45803,742,575,625,248800,1320,59.8,2017,38340,Pittsfield MA
1254,92083,67240,977,1199,1354,456300,1832,58.3,2017,38340,Pittsfield MA
1255,68636,36882,859,538,595,296500,1563,50.2,2017,38340,Pittsfield MA
1256,55375,29340,764,663,825,185700,1424,47.3,2017,38340,Pittsfield MA
1257,59500,46014,2138,824,1023,312200,1877,53.1,2017,38340,Pittsfield MA
1259,62727,58770,506,825,950,383900,1842,60.6,2017,38340,Pittsfield MA
1262,36042,38369,1110,693,758,406300,1679,56.9,2017,38340,Pittsfield MA
1266,74107,45261,1360,1438,1682,378700,1715,55.5,2017,38340,Pittsfield MA
1267,78068,33267,7853,787,995,297900,1668,31.9,2017,38340,Pittsfield MA
1301,48477,30169,17715,746,864,189600,1436,44.1,2017,,
1330,74167,41585,1468,687,917,273000,1601,49.3,2017,,
1331,53733,27402,13281,704,846,154000,1359,44.7,2017,49340,Worcester MA-CT
1337,66085,34785,2626,878,983,239200,1768,50,2017,,
1339,55313,29754,1472,662,791,227600,1584,50.5,2017,38340,Pittsfield MA
1340,53125,29428,1642,773,968,205400,1261,53.7,2017,,
1341,101023,51004,1743,1070,1150,322300,2017,50.9,2017,,
1342,106146,41962,1759,2049,2103,306500,1698,43.9,2017,,
1344,70109,28889,1518,625,734,208400,1389,41.9,2017,,
1349,61630,26995,1231,825,978,194000,1306,37.7,2017,,
1350,31458,27507,86,738,825,108000,1156,54.7,2017,,
1351,82548,40829,2209,809,864,269200,1810,46.9,2017,,
1354,69226,38346,1604,721,1006,247900,1473,47.6,2017,,
1355,70313,36789,917,812,1074,254900,1506,50.8,2017,,
1360,69028,33657,3012,724,830,249000,1514,46,2017,,
1364,43413,23103,7819,643,784,160900,1446,45.4,2017,,
1366,65529,35783,1218,689,775,271800,1665,51,2017,49340,Worcester MA-CT
1367,55469,28197,605,825,1323,195000,1179,44.4,2017,,
1368,72813,32809,1316,857,1118,230700,1523,51.1,2017,49340,Worcester MA-CT
1370,54036,37400,4032,723,840,239100,1490,51.3,2017,,
1373,74022,38682,4160,784,943,279500,1837,49.5,2017,,
1375,54886,36664,3662,1207,1293,282000,1831,31.3,2017,,
1376,43750,25887,5096,704,784,186000,1499,44.1,2017,,
1378,57885,30777,744,921,1097,211100,1444,55.7,2017,,
1379,43500,28998,836,914,956,208300,1250,51.2,2017,,
1420,51412,24887,40666,747,954,183400,1632,35.4,2017,49340,Worcester MA-CT
1430,85064,33886,6210,980,1292,230600,1743,41.1,2017,49340,Worcester MA-CT
1431,95833,36900,3195,1095,1174,245600,1869,45.9,2017,14460,Boston-Cambridge-Newton MA-NH
1432,79750,42774,7703,829,927,296000,1890,39.1,2017,14460,Boston-Cambridge-Newton MA-NH
1436,60156,31607,3460,657,903,167900,1462,43.3,2017,49340,Worcester MA-CT
1440,48915,25866,20496,684,786,175200,1546,40.6,2017,49340,Worcester MA-CT
1450,123918,53410,11282,951,1289,440700,2493,45.6,2017,14460,Boston-Cambridge-Newton MA-NH
1451,143625,60666,4630,1248,1375,568300,3035,47.2,2017,49340,Worcester MA-CT
1452,93387,38657,4581,845,987,249400,1763,45.7,2017,49340,Worcester MA-CT
1453,57610,30775,41446,802,913,231700,1810,40.2,2017,49340,Worcester MA-CT
1460,119177,49934,9754,920,975,401500,2611,44.4,2017,14460,Boston-Cambridge-Newton MA-NH
1462,97775,41737,11150,1260,1617,285300,2142,44.1,2017,49340,Worcester MA-CT
1463,90029,40919,12049,868,1118,326100,2147,42.9,2017,14460,Boston-Cambridge-Newton MA-NH
1464,67541,31903,7572,840,972,328700,2161,42.3,2017,14460,Boston-Cambridge-Newton MA-NH
1468,64872,38444,4124,782,1105,207500,1520,47.2,2017,49340,Worcester MA-CT
1469,84489,39302,7454,751,862,263600,2006,39.2,2017,14460,Boston-Cambridge-Newton MA-NH
1473,100071,43218,7566,924,1136,274600,1746,44.7,2017,49340,Worcester MA-CT
1474,84851,47724,1964,908,1065,275700,2041,44.5,2017,14460,Boston-Cambridge-Newton MA-NH
1475,64539,29400,10738,659,729,188100,1456,41.3,2017,49340,Worcester MA-CT
1501,74576,38476,16412,824,961,246100,1853,46.8,2017,49340,Worcester MA-CT
1503,97417,48547,3098,882,1037,379600,2497,47.6,2017,49340,Worcester MA-CT
1504,80260,35249,9201,771,852,267800,1958,41.6,2017,49340,Worcester MA-CT
1505,97074,46148,4524,813,921,363100,2175,42.7,2017,49340,Worcester MA-CT
1506,64219,37864,3406,709,908,224300,1735,44.9,2017,49340,Worcester MA-CT
1507,93921,39167,13379,875,969,280400,1754,43.1,2017,49340,Worcester MA-CT
1510,68362,33410,13855,948,1118,248100,1914,38.9,2017,49340,Worcester MA-CT
1515,80234,36927,2123,850,1094,246500,1683,42.2,2017,49340,Worcester MA-CT
1516,94531,37825,8745,799,1006,291600,1988,41.7,2017,49340,Worcester MA-CT
1518,58438,39866,3490,649,699,325700,2174,42.6,2017,49340,Worcester MA-CT
1519,106250,49307,6657,1018,1142,363800,2153,43.5,2017,49340,Worcester MA-CT
1520,99674,43270,15061,1026,1223,297100,2088,41.8,2017,49340,Worcester MA-CT
1521,78348,34752,2510,884,1298,214300,1447,43.7,2017,44140,Springfield MA
1522,104508,44718,3497,995,1077,284900,2088,41.2,2017,49340,Worcester MA-CT
1523,104630,35322,7735,894,1131,340400,2217,38.4,2017,49340,Worcester MA-CT
1524,64135,34311,6702,786,876,223900,1650,45.4,2017,49340,Worcester MA-CT
1527,74713,37951,13521,853,1029,263200,1886,43.2,2017,49340,Worcester MA-CT
1529,90500,37644,3237,894,1154,298000,2077,41.8,2017,49340,Worcester MA-CT
1531,84432,37371,1247,754,945,270700,1633,46.8,2017,49340,Worcester MA-CT
1532,111875,52500,14918,1200,1344,389600,2482,43.7,2017,49340,Worcester MA-CT
1534,89348,40700,6262,712,748,338300,2123,44.3,2017,49340,Worcester MA-CT
1535,73133,31764,4760,733,797,238200,1696,44.4,2017,49340,Worcester MA-CT
1536,105283,44374,7709,977,1122,334900,2184,39.5,2017,49340,Worcester MA-CT
1537,74883,28911,2337,857,866,189400,1865,33.1,2017,49340,Worcester MA-CT
1540,68865,31306,11386,691,808,240000,1653,39.7,2017,49340,Worcester MA-CT
1541,128006,59891,3438,851,1129,381700,2512,48.4,2017,49340,Worcester MA-CT
1542,100000,39122,2299,927,1088,258400,1687,48.2,2017,49340,Worcester MA-CT
1543,100962,37904,8463,821,948,281800,2078,40.2,2017,49340,Worcester MA-CT
1545,101229,45803,36269,1151,1249,394100,2225,41.7,2017,49340,Worcester MA-CT
1550,50202,25977,16858,731,868,188200,1633,40.1,2017,49340,Worcester MA-CT
1560,85390,45027,4477,970,1118,365700,2195,38.1,2017,49340,Worcester MA-CT
1562,65386,31155,11856,722,858,252100,1768,45.1,2017,49340,Worcester MA-CT
1564,102500,43640,8000,1111,1270,340500,2133,44.7,2017,49340,Worcester MA-CT
1566,95800,44937,6006,938,1258,266000,2086,42,2017,49340,Worcester MA-CT
1568,119115,48540,7706,806,903,407900,2355,42,2017,49340,Worcester MA-CT
1569,94809,35943,13864,950,1134,277700,1909,40.3,2017,49340,Worcester MA-CT
1570,52107,28964,16926,740,885,211800,1597,41,2017,49340,Worcester MA-CT
1571,64281,30057,11637,789,960,252700,1717,37.9,2017,49340,Worcester MA-CT
1581,107604,47993,18836,1501,1539,432000,2652,38,2017,49340,Worcester MA-CT
1583,73463,28418,7639,854,892,268200,1899,39.4,2017,49340,Worcester MA-CT
1585,66317,35345,4661,1093,1303,222700,1557,46.7,2017,49340,Worcester MA-CT
1588,66607,32926,9864,826,962,261000,1929,38.1,2017,49340,Worcester MA-CT
1590,101315,43451,9297,704,787,349100,2117,44.8,2017,49340,Worcester MA-CT
1602,64808,34720,24166,984,1150,225400,1757,40.5,2017,49340,Worcester MA-CT
1603,42259,24635,19981,852,996,183400,1583,37,2017,49340,Worcester MA-CT
1604,50487,26882,36772,915,1084,209700,1657,34,2017,49340,Worcester MA-CT
1605,37703,21513,28742,828,929,198300,1586,31.7,2017,49340,Worcester MA-CT
1606,65135,34908,19375,870,1029,215400,1672,41.9,2017,49340,Worcester MA-CT
1607,43500,24723,8698,846,993,173100,1531,36.2,2017,49340,Worcester MA-CT
1608,20578,14469,3371,767,787,157600,1109,27.6,2017,49340,Worcester MA-CT
1609,42903,29357,20714,879,994,305700,2189,30.5,2017,49340,Worcester MA-CT
1610,31003,16262,23438,869,1015,162500,1491,27.8,2017,49340,Worcester MA-CT
1611,81830,35915,2451,805,963,227800,1700,40.6,2017,49340,Worcester MA-CT
1612,95595,40615,4845,745,973,297600,2051,41.2,2017,49340,Worcester MA-CT
1701,105940,49590,32098,1249,1371,389000,2283,45.5,2017,14460,Boston-Cambridge-Newton MA-NH
1702,52746,29266,39226,1126,1260,326900,2113,34.4,2017,14460,Boston-Cambridge-Newton MA-NH
1719,101077,55857,5546,940,1010,506700,2394,43.5,2017,14460,Boston-Cambridge-Newton MA-NH
1720,133075,59129,22680,1253,1346,564000,2993,43.7,2017,14460,Boston-Cambridge-Newton MA-NH
1721,120309,52647,17478,1131,1312,379000,2394,41.7,2017,14460,Boston-Cambridge-Newton MA-NH
1730,125208,57969,14031,1526,1770,605900,3233,43.4,2017,14460,Boston-Cambridge-Newton MA-NH
1741,170703,87286,5160,1328,1328,793300,4001,50,2017,14460,Boston-Cambridge-Newton MA-NH
1742,137547,68083,19383,1842,2006,775100,3509,46.6,2017,14460,Boston-Cambridge-Newton MA-NH
1746,118933,53435,14480,784,1001,417100,2597,42.2,2017,14460,Boston-Cambridge-Newton MA-NH
1747,101761,40122,5955,903,1054,322500,2169,44.4,2017,49340,Worcester MA-CT
1748,151357,60222,16720,1443,1675,551400,2936,40.8,2017,14460,Boston-Cambridge-Newton MA-NH
1749,83765,39716,19843,960,1148,319700,2060,43.7,2017,14460,Boston-Cambridge-Newton MA-NH
1752,75418,38866,39771,1209,1350,325700,2066,39.5,2017,14460,Boston-Cambridge-Newton MA-NH
1754,95833,46986,10560,942,1111,334000,2359,43.6,2017,14460,Boston-Cambridge-Newton MA-NH
1756,125816,50536,5995,1183,1486,422400,2337,44.8,2017,49340,Worcester MA-CT
1757,75976,36016,28694,942,1119,292800,1901,39.7,2017,49340,Worcester MA-CT
1760,106332,54666,35715,1305,1392,497000,2601,40.4,2017,14460,Boston-Cambridge-Newton MA-NH
1770,170872,75852,4302,1145,1153,723500,3685,45,2017,14460,Boston-Cambridge-Newton MA-NH
1772,143375,64905,9520,879,1092,599200,3072,43.2,2017,49340,Worcester MA-CT
1773,153500,103262,4791,1731,1831,846300,4001,53.7,2017,14460,Boston-Cambridge-Newton MA-NH
1775,144766,58780,7061,1507,1507,474800,2886,44.1,2017,14460,Boston-Cambridge-Newton MA-NH
1776,170945,75430,18697,920,923,668500,3457,44.1,2017,14460,Boston-Cambridge-Newton MA-NH
1778,166548,78360,13850,917,1086,662000,3318,44.5,2017,14460,Boston-Cambridge-Newton MA-NH
1801,84857,39344,40375,1363,1478,394900,2173,40,2017,14460,Boston-Cambridge-Newton MA-NH
1803,99254,45962,26103,1743,1851,465900,2499,42.2,2017,14460,Boston-Cambridge-Newton MA-NH
1810,143292,63468,35375,1304,1423,603700,3042,42.3,2017,14460,Boston-Cambridge-Newton MA-NH
1821,99881,39431,32348,1262,1368,371500,2161,40.7,2017,14460,Boston-Cambridge-Newton MA-NH
1824,115533,51331,25961,1304,1378,386800,2348,44.5,2017,14460,Boston-Cambridge-Newton MA-NH
1826,86644,36352,30948,1105,1281,305100,1954,40.1,2017,14460,Boston-Cambridge-Newton MA-NH
1827,138700,57005,3337,1682,1682,460600,2615,45.5,2017,14460,Boston-Cambridge-Newton MA-NH
1830,61375,31807,26524,935,1093,281500,1985,39,2017,14460,Boston-Cambridge-Newton MA-NH
1832,64238,32479,23372,994,1118,264700,1801,36.8,2017,14460,Boston-Cambridge-Newton MA-NH
1833,113417,48049,8569,1216,1463,431700,2437,46,2017,14460,Boston-Cambridge-Newton MA-NH
1834,95031,38724,6697,1153,1272,381100,2266,44.6,2017,14460,Boston-Cambridge-Newton MA-NH
1835,77697,35786,13047,1052,1125,270200,1800,38.9,2017,14460,Boston-Cambridge-Newton MA-NH
1840,20596,18543,5248,780,905,97700,1526,33.8,2017,14460,Boston-Cambridge-Newton MA-NH
1841,38199,16430,48295,875,1058,243800,1801,31.3,2017,14460,Boston-Cambridge-Newton MA-NH
1843,46629,21004,25942,928,1123,238700,1655,31.1,2017,14460,Boston-Cambridge-Newton MA-NH
1844,73525,32504,49587,1040,1160,304900,1930,39.1,2017,14460,Boston-Cambridge-Newton MA-NH
1845,105661,51658,30170,1205,1399,457800,2651,39.9,2017,14460,Boston-Cambridge-Newton MA-NH
1850,46102,19486,16890,1016,1155,209100,1696,29.4,2017,14460,Boston-Cambridge-Newton MA-NH
1851,52008,24920,29849,1026,1134,252100,1719,34.3,2017,14460,Boston-Cambridge-Newton MA-NH
1852,50911,28059,34756,925,1057,254000,1696,36.9,2017,14460,Boston-Cambridge-Newton MA-NH
1854,40982,20041,29561,871,1007,227900,1719,30,2017,14460,Boston-Cambridge-Newton MA-NH
1860,84417,42351,6752,787,795,335300,2049,46.9,2017,14460,Boston-Cambridge-Newton MA-NH
1862,93494,35060,10676,1174,1225,365400,2220,40.6,2017,14460,Boston-Cambridge-Newton MA-NH
1863,77055,44528,9106,1048,1144,313200,2113,44.2,2017,14460,Boston-Cambridge-Newton MA-NH
1864,124750,52597,15598,1413,1434,469200,2394,44.3,2017,14460,Boston-Cambridge-Newton MA-NH
1867,113553,51120,24894,1094,1220,491200,2564,42.5,2017,14460,Boston-Cambridge-Newton MA-NH
1876,94817,41265,30433,1544,1647,359400,2197,44.4,2017,14460,Boston-Cambridge-Newton MA-NH
1879,101620,43685,12305,1022,1266,349100,2068,40.8,2017,14460,Boston-Cambridge-Newton MA-NH
1880,93337,44843,26450,1191,1298,448000,2429,43.8,2017,14460,Boston-Cambridge-Newton MA-NH
1886,138006,51526,24087,1711,1841,485600,2588,43.4,2017,14460,Boston-Cambridge-Newton MA-NH
1887,118549,46239,23538,1662,1772,422800,2347,42.3,2017,14460,Boston-Cambridge-Newton MA-NH
1890,152196,74405,22579,1463,1568,842300,3475,43.3,2017,14460,Boston-Cambridge-Newton MA-NH
1901,22057,18051,1878,768,819,286200,1599,39.7,2017,14460,Boston-Cambridge-Newton MA-NH
