Household Income_2014,Population_2014,Median Contract Rent_2014,Median Gross Rent_2014,Median Home Value_2014,Median Monthly Owner Costs_2014,state,Zipcode,Household Income_2019,Population_2019,Median Contract Rent_2019,Median Gross Rent_2019,Median Home Value_2019,Median Monthly Owner Costs_2019,MA,MANAME,2009 H%,2010 H%,2011 H%,2012 H%,2013 H%,2014 H%,2015 H%,2016 H%,2017 H%,2018 H%,2019 H%,2020 H%,Average H%_2014,Average H%_2019,Weighted Cost_2014,Weighted Cost_2019,Affordability_2014,Affordability_2019,Population Growth,Population Growth %,Change in Income,Change in Income %,Change in Weighted Cost,Change in Weighted Cost %,Change in Affordability,Change in Affordability %
32302.0,8210.0,413.0,652.0,89300.0,1046.0,37,27589,33472.0,7938.0,411.0,612.0,78300.0,972.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,912.1976,850.6800000000001,0.3388759581450065,0.30497609942638626,-272.0,-0.033130328867235076,1170.0,0.03622066745093183,-61.5175999999999,-0.06743889701091069,-0.033899858718620224,-0.10003618699947527
50868.0,20939.0,627.0,845.0,138200.0,1158.0,37,27591,62577.0,20562.0,715.0,868.0,188600.0,1384.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1051.7051999999999,1210.1080000000002,0.24810219391365884,0.23205484443166025,-377.0,-0.018004680261712595,11709.0,0.23018400566171268,158.4028000000003,0.15061521042208437,-0.016047349481998596,-0.06468040136550819
56747.0,15768.0,547.0,777.0,156100.0,1264.0,37,27592,72981.0,15972.0,620.0,843.0,185700.0,1263.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1098.6147999999998,1121.46,0.2323184943697464,0.1843975829325441,204.0,0.01293759512937595,16234.0,0.28607679701129574,22.845200000000204,0.020794549645608458,-0.047920911437202285,-0.206272477648438
59712.0,16565.0,640.0,792.0,171500.0,1384.0,37,27596,74070.0,18043.0,722.0,857.0,198500.0,1437.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1182.9568,1241.54,0.23773247588424437,0.2011405427298501,1478.0,0.08922426803501358,14358.0,0.2404541800643087,58.58320000000003,0.04952268755714497,-0.03659193315439427,-0.1539206329227457
51266.0,23895.0,606.0,819.0,137900.0,1203.0,37,27597,58948.0,24691.0,645.0,894.0,167000.0,1296.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1072.5936000000002,1160.526,0.2510654858970858,0.23624740449209475,796.0,0.03331240845365139,7682.0,0.14984590176725315,87.93239999999992,0.08198109703432867,-0.01481808140499108,-0.059020782374942425
27564.0,9547.0,568.0,717.0,212900.0,1378.0,37,27601,51281.0,10525.0,831.0,1036.0,331600.0,1774.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1153.5244,1525.294,0.5021873748367436,0.35692611298531624,978.0,0.10244055724311302,23717.0,0.8604338992889276,371.7696000000001,0.32229019169425466,-0.14526126185142735,-0.28925709631519597
54889.0,48680.0,718.0,876.0,187200.0,1408.0,37,27603,68851.0,54457.0,959.0,1120.0,221300.0,1438.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1227.3328000000001,1330.834,0.26832322687605903,0.2319502694223759,5777.0,0.11867296631059984,13962.0,0.2543679061378418,103.50119999999993,0.08433018330480528,-0.03637295745368313,-0.13555649981238535
50365.0,42572.0,743.0,900.0,160500.0,1328.0,37,27604,63850.0,48494.0,894.0,1071.0,177600.0,1253.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1182.6512,1191.666,0.2817792991164499,0.2239622866092404,5922.0,0.1391055153622099,13485.0,0.2677454581554651,9.014799999999923,0.007622534860658766,-0.0578170125072095,-0.20518545077122813
49309.0,4627.0,718.0,814.0,402300.0,1915.0,37,27605,57996.0,5990.0,1134.0,1236.0,323800.0,1804.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1541.1004,1612.584,0.3750472489809163,0.3336610800744879,1363.0,0.29457531878106763,8687.0,0.1761747348354256,71.48360000000002,0.046384778045609504,-0.04138616890642838,-0.110349213382803
44422.0,44752.0,737.0,866.0,224600.0,1403.0,37,27606,57199.0,47478.0,908.0,1063.0,278800.0,1541.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1220.6348,1379.914,0.32973791364639143,0.2894975086977045,2726.0,0.060913478727207725,12777.0,0.2876277520147675,159.27919999999995,0.1304888243395977,-0.040240404948686914,-0.12203754340436701
53825.0,28279.0,758.0,888.0,332500.0,1891.0,37,27607,82688.0,28874.0,1032.0,1149.0,413600.0,2096.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1550.3812,1776.8609999999999,0.34564931537389687,0.25786488970588234,595.0,0.021040347961384775,28863.0,0.5362378077101718,226.47979999999984,0.1460800737263841,-0.08778442566801453,-0.2539696211261292
83986.0,11002.0,739.0,879.0,488300.0,2407.0,37,27608,117637.0,11203.0,995.0,1128.0,574000.0,2502.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1888.0911999999998,2038.962,0.2697722763317696,0.20799190730807482,201.0,0.018269405562624977,33651.0,0.4006739218441169,150.87080000000014,0.0799065214646412,-0.06178036902369477,-0.22900933284825917
53640.0,32407.0,746.0,891.0,235400.0,1436.0,37,27609,62536.0,33575.0,919.0,1084.0,312500.0,1641.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1250.918,1453.2910000000002,0.2798474272930649,0.27887124216451326,1168.0,0.036041595951491964,8896.0,0.16584638329604773,202.37300000000027,0.16177958906978737,-0.0009761851285516321,-0.0034882762296375904
45209.0,71267.0,678.0,863.0,146200.0,1269.0,37,27610,52868.0,79924.0,832.0,1038.0,160800.0,1226.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1131.1224000000002,1162.6440000000002,0.30023820035833576,0.26389740485738067,8657.0,0.121472771408927,7659.0,0.16941316994403768,31.521600000000035,0.027867541125522782,-0.03634079550095509,-0.1210398791945268
68864.0,35083.0,843.0,960.0,281700.0,1757.0,37,27612,79883.0,39989.0,1030.0,1165.0,337500.0,1831.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1486.3388,1606.558,0.2590042053903346,0.24133665485772943,4906.0,0.1398398084542371,11019.0,0.16001103624535315,120.2192,0.08088277046929004,-0.01766755053260516,-0.06821337323839634
79698.0,44365.0,813.0,928.0,292400.0,1681.0,37,27613,99426.0,42324.0,970.0,1114.0,340900.0,1862.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1425.2812000000001,1609.924,0.21460230369645417,0.1943061975740752,-2041.0,-0.046004733461061646,19728.0,0.24753444252051493,184.64279999999985,0.12954833053295015,-0.020296106122378976,-0.09457543452602893
94727.0,33159.0,1047.0,1182.0,350900.0,2148.0,37,27614,112500.0,32849.0,1109.0,1234.0,385000.0,2038.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1819.9464,1767.0520000000001,0.23055049563482427,0.18848554666666667,-310.0,-0.00934889471938237,17773.0,0.1876233808734574,-52.894399999999905,-0.02906371308517652,-0.0420649489681576,-0.18245438532817346
78378.0,41909.0,796.0,922.0,267500.0,1627.0,37,27615,85360.0,43950.0,1001.0,1161.0,315100.0,1673.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1387.5819999999999,1500.456,0.21244461456020822,0.2109357075913777,2041.0,0.04870075640077311,6982.0,0.08908111970195719,112.87400000000002,0.08134582316576608,-0.0015089069688305201,-0.007102589877150714
56323.0,46826.0,777.0,936.0,167300.0,1337.0,37,27616,70533.0,55128.0,968.0,1126.0,202900.0,1389.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1200.8204,1300.3690000000001,0.2558429913179341,0.2212358470503169,8302.0,0.17729466535685304,14210.0,0.2522947996378034,99.54860000000008,0.08290049036475403,-0.034607144267617185,-0.13526711867049412
76959.0,15793.0,960.0,1090.0,241600.0,1581.0,37,27617,86404.0,20281.0,1153.0,1290.0,268700.0,1636.0,39580.0,Raleigh NC,67.4,65.9,68.2,64.9,63.0,68.2,65.7,65.9,66.7,67.7,65.5,65.5,66.03999999999999,66.3,1414.2564000000002,1519.398,0.2205210150859549,0.21101773066061755,4488.0,0.28417653390742736,9445.0,0.12272768617055835,105.1415999999997,0.0743440864046998,-0.00950328442533735,-0.04309468837531493
47297.0,5925.0,659.0,714.0,264000.0,1744.0,13,30002,68679.0,6054.0,737.0,831.0,329900.0,1978.0,12060.0,Atlanta-Sandy Springs-Roswell GA,61.7,61.5,62.4,64.0,64.2,66.4,67.7,67.2,65.8,62.1,61.6,61.6,63.7,64.88000000000001,1370.1100000000001,1575.1736,0.3476186650316088,0.2752236229415105,129.0,0.021772151898734177,21382.0,0.45207941307059646,205.06359999999995,0.14966944259949927,-0.07239504209009834,-0.20825993933184078
96036.0,59106.0,1012.0,1202.0,329700.0,2187.0,13,30004,119859.0,65294.0,1254.0,1389.0,420300.0,2309.0,12060.0,Atlanta-Sandy Springs-Roswell GA,61.7,61.5,62.4,64.0,64.2,66.4,67.7,67.2,65.8,62.1,61.6,61.6,63.7,64.88000000000001,1829.445,1985.8960000000002,0.22859490191178305,0.1988232172803044,6188.0,0.10469326295130782,23823.0,0.2480632262901412,156.45100000000025,0.08551828560027781,-0.029771684631478668,-0.13023774538492483
102174.0,38030.0,1057.0,1219.0,351100.0,2248.0,13,30005,128578.0,39420.0,1365.0,1483.0,441800.0,2501.0,12060.0,Atlanta-Sandy Springs-Roswell GA,61.7,61.5,62.4,64.0,64.2,66.4,67.7,67.2,65.8,62.1,61.6,61.6,63.7,64.88000000000001,1874.4730000000002,2143.4784000000004,0.22015068412707733,0.20004775933674507,1390.0,0.03655009203260584,26404.0,0.25842190772603596,269.00540000000024,0.14350988251097788,-0.020102924790332266,-0.09131438709828527
44246.0,32050.0,723.0,895.0,120400.0,1342.0,13,30008,51878.0,33637.0,845.0,1032.0,169800.0,1300.0,12060.0,Atlanta-Sandy Springs-Roswell GA,61.7,61.5,62.4,64.0,64.2,66.4,67.7,67.2,65.8,62.1,61.6,61.6,63.7,64.88000000000001,1179.739,1205.8784,0.31995814310898163,0.2789340529704306,1587.0,0.04951638065522621,7632.0,0.17249016860281155,26.139400000000023,0.022156934711830348,-0.04102409013855102,-0.12821705283049387
